
26/8/2021  20:9  
**************************************************************
***---- ARCHIVO GENERADO EN WWW.LaWebdelaPrimitiva.com ----***
**************************************************************
HISTORICO DE SORTEOS DE Bonoloto DE 2010

FECHA; N1;N2;N3;N4;N5;N6;C;R;Pares/Impares;Decenas;Bajos/Altos
17-03-2010; 10;11;21;33;40;49;45;7;(2/4);'02112';(3/3);
16-03-2010;  6; 9;20;29;45;46;27;4;(3/3);'20202';(3/3);
15-03-2010;  9;19;20;41;43;44;23;2;(2/4);'11103';(3/3);
12-03-2010;  8;10;27;30;40;42;31;5;(5/1);'11112';(2/4);
10-03-2010;  8;20;25;29;35;36; 2;5;(3/3);'10320';(3/3);
 9-03-2010;  9;13;16;18;32;49;22;2;(3/3);'13011';(4/2);
 8-03-2010;  2;10;11;12;30;35;39;2;(4/2);'13020';(4/2);
 5-03-2010;  1;17;29;44;47;49;38;4;(1/5);'11103';(2/4);
 3-03-2010; 17;25;28;32;34;38;46;7;(4/2);'01230';(2/4);
 2-03-2010;  1;11;23;32;33;48;44;7;(2/4);'11121';(3/3);
 1-03-2010;  7;15;27;31;38;49; 2;8;(1/5);'11121';(2/4);
26-02-2010; 27;32;45;46;47;49;22;6;(2/4);'00114';(0/6);
24-02-2010; 16;22;25;31;39;40;45;1;(3/3);'01221';(3/3);
23-02-2010;  8;22;28;31;33;41;34;1;(3/3);'10221';(2/4);
22-02-2010;  9;12;20;32;37;45;43;9;(3/3);'11121';(3/3);
19-02-2010;  7;19;26;27;35;44; 4;9;(2/4);'11211';(2/4);
17-02-2010;  9;10;12;26;28;48;34;8;(5/1);'12201';(3/3);
16-02-2010; 12;14;15;27;34;37;49;1;(3/3);'03120';(3/3);
15-02-2010;  1; 9;22;30;36;39;41;0;(3/3);'20130';(3/3);
12-02-2010;  9;10;13;22;41;46;31;5;(3/3);'12102';(4/2);
10-02-2010; 17;29;37;42;43;44; 5;1;(2/4);'01113';(1/5);
 9-02-2010;  2; 5;14;15;27;32; 3;0;(3/3);'22110';(4/2);
 8-02-2010;  1; 4;25;28;37;40;30;2;(3/3);'20211';(3/3);
 5-02-2010;  8;19;31;34;40;41;27;2;(3/3);'11022';(2/4);
 3-02-2010;  9;10;13;31;36;47;14;8;(2/4);'12021';(3/3);
 2-02-2010;  3;19;33;35;41;49;37;4;(0/6);'11022';(2/4);
 1-02-2010; 27;33;34;36;42;45;10;0;(3/3);'00132';(0/6);
29-01-2010;  4;20;22;25;39;44;41;8;(4/2);'10311';(4/2);
27-01-2010;  4;17;24;33;39;41;46;2;(2/4);'11121';(3/3);
26-01-2010;  5; 8; 9;18;26;27;14;1;(3/3);'31200';(4/2);
25-01-2010;  2; 3; 6; 7;40;48; 4;9;(4/2);'40002';(4/2);
22-01-2010; 23;26;30;31;39;41;27;2;(2/4);'00231';(1/5);
20-01-2010; 10;13;21;39;41;44; 1;3;(2/4);'02112';(3/3);
19-01-2010;  8;10;18;19;32;43;39;9;(4/2);'13011';(4/2);
18-01-2010; 23;32;34;44;46;48; 8;5;(5/1);'00123';(1/5);
15-01-2010; 14;17;27;40;48;49;21;4;(3/3);'02103';(2/4);
13-01-2010;  2; 6;21;22;39;43;19;7;(3/3);'20211';(4/2);
12-01-2010;  2; 6;36;40;41;46;26;1;(5/1);'20013';(2/4);
11-01-2010; 17;21;22;26;27;45;38;8;(2/4);'01401';(3/3);
 8-01-2010; 10;16;17;24;37;48; 8;3;(4/2);'03111';(4/2);
 6-01-2010;  9;19;23;31;42;47;40;0;(1/5);'11112';(3/3);
 5-01-2010;  5;13;21;25;32;35;49;4;(1/5);'11220';(4/2);
 4-01-2010;  8;15;20;25;32;43;13;3;(3/3);'11211';(4/2);
 1-01-2010;  2;18;27;33;34;49; 5;7;(3/3);'11121';(2/4);



