
26/8/2021  20:9  
**************************************************************
***---- ARCHIVO GENERADO EN WWW.LaWebdelaPrimitiva.com ----***
**************************************************************
HISTORICO DE SORTEOS DE Bonoloto DE 2011

FECHA; N1;N2;N3;N4;N5;N6;C;R;Pares/Impares;Decenas;Bajos/Altos
17-08-2011;  1; 4;14;16;18;25; 9;8;(4/2);'23100';(6/0);
16-08-2011;  8;20;30;32;39;45;12;3;(4/2);'10131';(2/4);
15-08-2011; 17;20;24;27;42;47;12;8;(3/3);'01302';(3/3);
12-08-2011; 25;32;36;39;44;47; 5;9;(3/3);'00132';(1/5);
10-08-2011;  7;14;34;36;38;46;18;6;(5/1);'11031';(2/4);
 9-08-2011;  7;19;20;24;44;45;37;1;(3/3);'11202';(4/2);
 8-08-2011;  5;10;14;17;18;31;28;3;(3/3);'14010';(5/1);
 5-08-2011; 27;34;38;39;41;43; 3;5;(2/4);'00132';(0/6);
 3-08-2011; 19;23;35;38;40;45;10;8;(2/4);'01122';(2/4);
 2-08-2011;  4; 7;16;23;24;26;34;6;(4/2);'21300';(5/1);
 1-08-2011; 10;16;23;24;45;47; 3;6;(3/3);'02202';(4/2);
29-07-2011;  2; 5;33;34;47;49;22;1;(2/4);'20022';(2/4);
27-07-2011;  8;21;23;30;31;40;14;7;(3/3);'10221';(3/3);
26-07-2011; 10;13;26;43;48;49;21;8;(3/3);'02103';(2/4);
25-07-2011; 18;20;34;37;39;44;35;8;(4/2);'01131';(2/4);
22-07-2011; 20;24;32;38;43;46;16;7;(5/1);'00222';(2/4);
20-07-2011;  3;23;27;35;36;37;43;9;(1/5);'10230';(2/4);
19-07-2011;  1;13;21;22;24;37; 3;8;(2/4);'11310';(5/1);
18-07-2011;  6;14;19;30;36;47;46;1;(4/2);'12021';(3/3);
15-07-2011; 14;30;38;47;48;49; 6;2;(4/2);'01023';(1/5);
13-07-2011;  4;11;17;21;33;47;20;0;(1/5);'12111';(4/2);
12-07-2011;  4;22;27;34;44;49; 6;9;(4/2);'10212';(2/4);
11-07-2011; 19;24;29;32;41;47;45;8;(2/4);'01212';(2/4);
 8-07-2011;  6; 8;15;28;35;36;46;9;(4/2);'21120';(3/3);
 6-07-2011;  4;17;25;33;34;42;24;0;(3/3);'11121';(3/3);
 5-07-2011;  4;24;29;44;46;48;16;2;(5/1);'10203';(2/4);
 4-07-2011;  2;10;13;21;34;39;20;3;(3/3);'12120';(4/2);
 1-07-2011;  3; 8;28;35;40;49;46;6;(3/3);'20112';(2/4);
29-06-2011;  2;11;32;33;35;38; 3;8;(3/3);'11040';(2/4);
28-06-2011;  1;23;24;25;34;43; 5;6;(2/4);'10311';(4/2);
27-06-2011; 13;26;30;37;40;49;41;2;(3/3);'01122';(1/5);
24-06-2011;  5;11;28;30;35;37;16;3;(2/4);'11130';(2/4);
22-06-2011;  3;10;28;33;42;44;36;4;(4/2);'11112';(2/4);
21-06-2011;  6; 7; 9;19;21;38;25;3;(2/4);'31110';(5/1);
20-06-2011;  4; 7;26;31;32;46;24;8;(4/2);'20121';(2/4);
17-06-2011; 17;24;26;31;44;48; 3;3;(4/2);'01212';(2/4);
15-06-2011; 12;13;32;36;42;46;28;9;(5/1);'02022';(2/4);
14-06-2011;  7;27;30;31;35;47;28;7;(1/5);'10131';(1/5);
13-06-2011;  5; 6; 9;14;26;30; 2;8;(4/2);'31110';(4/2);
10-06-2011; 12;15;23;31;32;46;13;8;(3/3);'02121';(3/3);
 8-06-2011;  8;19;33;34;41;45;47;9;(2/4);'11022';(2/4);
 7-06-2011;  3; 6;19;31;35;39;38;8;(1/5);'21030';(3/3);
 6-06-2011; 10;13;24;28;37;44;41;3;(4/2);'02211';(3/3);
 3-06-2011; 19;30;32;39;45;48;11;2;(3/3);'01032';(1/5);
 1-06-2011;  3; 9;21;26;28;49;38;1;(2/4);'20301';(3/3);
31-05-2011;  2;11;17;18;40;49;16;1;(3/3);'13002';(4/2);
30-05-2011;  1;10;17;24;34;37;42;8;(3/3);'12120';(4/2);
27-05-2011;  1; 4; 6; 7;16;17;40;7;(3/3);'42000';(6/0);
25-05-2011; 20;23;34;40;47;49;37;6;(3/3);'00213';(2/4);
24-05-2011; 13;19;21;27;30;47;34;2;(1/5);'02211';(3/3);
23-05-2011; 12;29;31;36;37;40;26;1;(3/3);'01131';(1/5);
20-05-2011;  8; 9;14;18;22;38;24;2;(5/1);'22110';(5/1);
18-05-2011;  6;20;25;26;38;42;18;4;(5/1);'10311';(3/3);
17-05-2011;  1; 9;18;22;34;48;28;1;(4/2);'21111';(4/2);
16-05-2011;  6; 8;10;21;27;45;18;8;(3/3);'21201';(4/2);
13-05-2011;  8;11;22;23;26;45; 6;0;(3/3);'11301';(4/2);
11-05-2011; 15;18;26;30;33;47; 1;9;(3/3);'02121';(2/4);
10-05-2011;  8;10;20;22;36;42;28;5;(6/0);'11211';(4/2);
 9-05-2011;  8;14;22;24;40;45;49;7;(5/1);'11202';(4/2);
 6-05-2011; 10;23;28;29;36;48;15;3;(4/2);'01311';(2/4);
 4-05-2011;  1; 9;16;17;20;26; 2;1;(3/3);'22200';(5/1);
 3-05-2011;  4;11;19;26;34;48;45;4;(4/2);'12111';(3/3);
 2-05-2011;  3;10;15;20;21;24; 5;4;(3/3);'12300';(6/0);
29-04-2011; 13;16;19;25;27;49;14;3;(1/5);'03201';(4/2);
27-04-2011; 10;13;18;20;28;47; 4;1;(4/2);'03201';(4/2);
26-04-2011; 15;19;28;35;39;41; 3;4;(1/5);'02121';(2/4);
25-04-2011;  8;14;15;17;25;48;31;3;(3/3);'13101';(5/1);
22-04-2011;  3; 7;20;21;32;42;26;4;(3/3);'20211';(4/2);
20-04-2011; 18;20;33;42;46;48;37;5;(5/1);'01113';(2/4);
19-04-2011;  5; 7;20;29;40;43; 3;8;(2/4);'20202';(3/3);
18-04-2011;  1; 4; 8;20;31;32;48;1;(4/2);'30120';(4/2);
15-04-2011;  2; 8;15;27;33;41; 4;0;(2/4);'21111';(3/3);
13-04-2011; 13;16;17;21;43;46;31;0;(2/4);'03102';(4/2);
12-04-2011;  1;13;17;24;40;45; 3;5;(2/4);'12102';(4/2);
11-04-2011;  3; 6;14;16;23;39; 5;9;(3/3);'22110';(5/1);
 8-04-2011;  2;15;16;20;26;39;25;6;(4/2);'12210';(4/2);
 6-04-2011;  4; 5;17;20;31;46;35;9;(3/3);'21111';(4/2);
 5-04-2011;  9;11;25;32;33;49;15;0;(1/5);'11121';(3/3);
 4-04-2011;  3; 5;18;22;45;48;28;5;(3/3);'21102';(4/2);
 1-04-2011;  2; 9;13;23;33;37;30;1;(1/5);'21120';(4/2);
30-03-2011; 20;23;28;33;41;49;22;7;(2/4);'00312';(2/4);
29-03-2011; 18;20;25;30;40;41;22;5;(4/2);'01212';(3/3);
28-03-2011;  7;29;32;35;37;39;34;5;(1/5);'10140';(1/5);
25-03-2011; 26;30;35;36;40;42; 3;9;(5/1);'00132';(0/6);
23-03-2011;  3;10;24;26;41;43;19;9;(3/3);'11202';(3/3);
22-03-2011; 20;24;27;34;39;44;48;7;(4/2);'00321';(2/4);
21-03-2011;  6;10;32;35;45;46;27;5;(4/2);'11022';(2/4);
18-03-2011;  1; 2;19;30;39;42;38;3;(3/3);'21021';(3/3);
16-03-2011; 15;23;25;31;32;42; 3;5;(2/4);'01221';(3/3);
15-03-2011;  7;15;22;25;26;37;30;2;(2/4);'11310';(4/2);
14-03-2011; 11;14;40;42;43;49; 7;8;(3/3);'02004';(2/4);
11-03-2011;  2; 7;22;34;46;48;14;7;(5/1);'20112';(3/3);
 9-03-2011; 14;24;39;41;44;49;40;5;(3/3);'01113';(2/4);
 8-03-2011;  6;20;23;37;42;48;30;1;(4/2);'10212';(3/3);
 7-03-2011;  1; 3;10;21;24;44;31;7;(3/3);'21201';(5/1);
 4-03-2011;  7;18;21;24;38;39;45;7;(3/3);'11220';(4/2);
 2-03-2011; 19;27;36;40;46;49; 6;7;(3/3);'01113';(1/5);
 1-03-2011;  9;10;32;37;38;41;31;1;(3/3);'11031';(2/4);
28-02-2011;  3;32;34;36;47;49;38;0;(3/3);'10032';(1/5);
25-02-2011;  9;12;23;29;42;49;30;6;(2/4);'11202';(3/3);
23-02-2011;  1; 8;24;30;36;44;35;5;(5/1);'20121';(3/3);
22-02-2011;  6;10;14;18;40;46;23;2;(6/0);'13002';(4/2);
21-02-2011;  6; 7;13;17;23;44;47;6;(2/4);'22101';(5/1);
18-02-2011;  6; 8;13;22;39;42;36;1;(4/2);'21111';(4/2);
16-02-2011;  3;19;23;24;34;37; 8;0;(2/4);'11220';(4/2);
15-02-2011;  1; 4;13;19;22;29;42;7;(2/4);'22200';(5/1);
14-02-2011;  1;17;21;24;33;49;46;9;(1/5);'11211';(4/2);
11-02-2011;  4;10;21;24;29;43; 1;4;(3/3);'11301';(4/2);
 9-02-2011;  3;12;18;19;32;45;27;8;(3/3);'13011';(4/2);
 8-02-2011;  5;15;16;19;32;44;13;5;(3/3);'13011';(4/2);
 7-02-2011; 14;27;33;38;44;46;29;2;(4/2);'01122';(1/5);
 4-02-2011;  2;24;27;29;31;46;38;3;(3/3);'10311';(2/4);
 2-02-2011;  2;11;32;39;46;49; 8;9;(3/3);'11022';(2/4);
 1-02-2011;  2; 4;23;24;30;39;37;4;(4/2);'20220';(4/2);
31-01-2011;  2; 6;21;26;33;39;15;3;(3/3);'20220';(3/3);
28-01-2011;  1;30;31;41;47;49; 8;2;(1/5);'10023';(1/5);
26-01-2011; 13;19;20;28;40;47; 1;9;(3/3);'02202';(3/3);
25-01-2011;  3;25;28;31;32;42;37;0;(3/3);'10221';(2/4);
24-01-2011;  3;12;16;33;39;45;49;2;(2/4);'12021';(3/3);
21-01-2011;  2; 7;10;32;43;44; 4;7;(4/2);'21012';(3/3);
19-01-2011;  9;17;29;30;38;45;13;1;(2/4);'11121';(2/4);
18-01-2011;  8;22;26;29;36;49;27;6;(4/2);'10311';(2/4);
17-01-2011;  6;29;30;33;48;49;13;3;(3/3);'10122';(1/5);
14-01-2011; 13;29;30;39;42;44; 4;3;(3/3);'01122';(1/5);
12-01-2011;  1; 8; 9;14;17;21;35;2;(2/4);'32100';(6/0);
11-01-2011; 22;25;28;30;42;49;46;5;(4/2);'00312';(2/4);
10-01-2011; 12;13;15;25;28;32;44;8;(3/3);'03210';(4/2);
 7-01-2011;  7;20;23;30;42;48;35;5;(4/2);'10212';(3/3);
 5-01-2011; 19;21;25;35;36;46;14;6;(2/4);'01221';(3/3);
 4-01-2011;  2; 3; 6; 8;39;49;43;9;(3/3);'40011';(4/2);
 3-01-2011; 18;27;31;36;38;45;34;3;(3/3);'01131';(1/5);



