
26/8/2021  20:9  
**************************************************************
***---- ARCHIVO GENERADO EN WWW.LaWebdelaPrimitiva.com ----***
**************************************************************
HISTORICO DE SORTEOS DE Bonoloto DE 2009

FECHA; N1;N2;N3;N4;N5;N6;C;R;Pares/Impares;Decenas;Bajos/Altos
 2-11-2009;  6; 7;20;26;33;34;47;4;(4/2);'20220';(3/3);
30-10-2009; 11;19;26;30;32;39; 7;6;(3/3);'02130';(2/4);
28-10-2009;  5;10;11;20;27;41;26;7;(2/4);'12201';(4/2);
27-10-2009; 11;20;29;42;43;48;17;1;(3/3);'01203';(2/4);
26-10-2009; 19;22;24;39;48;49;15;7;(3/3);'01212';(3/3);
23-10-2009;  6;11;20;26;36;41; 2;9;(4/2);'11211';(3/3);
21-10-2009;  3;11;38;44;46;49;42;6;(3/3);'11013';(2/4);
20-10-2009; 18;25;34;35;37;45;15;0;(2/4);'01131';(2/4);
19-10-2009; 10;27;34;36;44;45;38;0;(4/2);'01122';(1/5);
16-10-2009;  6;10;18;21;25;41;26;9;(3/3);'12201';(5/1);
14-10-2009; 11;24;29;38;41;42;13;2;(3/3);'01212';(2/4);
13-10-2009;  1; 7;10;21;43;46;40;3;(2/4);'21102';(4/2);
12-10-2009;  7;19;24;43;46;47;31;3;(2/4);'11103';(3/3);
 9-10-2009;  2; 7;19;21;24;28;14;4;(3/3);'21300';(5/1);
 7-10-2009;  4; 9;10;31;45;47;15;6;(2/4);'21012';(3/3);
 6-10-2009;  3;10;28;33;35;36;48;8;(3/3);'11130';(2/4);
 5-10-2009; 15;16;19;33;37;46;44;4;(2/4);'03021';(3/3);
 2-10-2009;  5;24;32;34;36;40; 8;3;(5/1);'10131';(2/4);
30-09-2009;  5;13;18;19;30;38; 4;6;(3/3);'13020';(4/2);
29-09-2009;  9;10;13;20;26;29;25;5;(3/3);'12300';(4/2);
28-09-2009;  3;11;15;17;30;42;46;8;(2/4);'13011';(4/2);
25-09-2009;  8;13;23;34;36;42;18;8;(4/2);'11121';(3/3);
23-09-2009;  1; 7;15;18;32;48;13;5;(3/3);'22011';(4/2);
22-09-2009; 11;29;35;37;43;47;25;0;(0/6);'01122';(1/5);
21-09-2009;  1; 2;10;29;43;45;32;6;(2/4);'21102';(3/3);
18-09-2009; 14;16;25;37;43;45;24;8;(2/4);'02112';(3/3);
16-09-2009;  9;12;15;27;32;43; 4;8;(2/4);'12111';(3/3);
15-09-2009;  1; 7;19;24;29;30;20;3;(2/4);'21210';(4/2);
14-09-2009;  4;13;18;20;27;46;19;2;(4/2);'12201';(4/2);
11-09-2009;  9;14;21;42;44;48;28;8;(4/2);'11103';(3/3);
 9-09-2009; 15;16;22;29;36;45;30;0;(3/3);'02211';(3/3);
 8-09-2009;  3;13;21;22;35;48;45;8;(2/4);'11211';(4/2);
 7-09-2009;  1; 9;10;14;15;49;39;6;(2/4);'23001';(5/1);
 4-09-2009;  8;12;25;28;31;36; 3;5;(4/2);'11220';(3/3);
 2-09-2009;  3;16;30;43;44;49;48;5;(3/3);'11013';(2/4);
 1-09-2009;  6; 8;14;26;37;46;15;2;(5/1);'21111';(3/3);
31-08-2009; 13;21;26;29;37;38;36;6;(2/4);'01320';(2/4);
28-08-2009;  2;17;34;35;38;43;42;4;(3/3);'11031';(2/4);
26-08-2009;  4;22;35;37;39;48; 8;1;(3/3);'10131';(2/4);
25-08-2009;  1; 3; 7;13;34;42;23;6;(2/4);'31011';(4/2);
24-08-2009;  3; 7;11;34;38;45;36;7;(2/4);'21021';(3/3);
21-08-2009;  4; 5;12;17;32;36; 3;8;(4/2);'22020';(4/2);
19-08-2009;  8;10;17;20;25;30;49;5;(4/2);'12210';(5/1);
18-08-2009;  7; 8;12;15;16;33;11;6;(3/3);'23010';(5/1);
17-08-2009; 13;21;29;40;44;48;46;7;(3/3);'01203';(2/4);
14-08-2009;  3;13;15;40;41;43;11;3;(1/5);'12003';(3/3);
12-08-2009;  2;10;13;15;33;39;38;0;(2/4);'13020';(4/2);
11-08-2009;  1; 9;10;18;24;47;23;1;(3/3);'22101';(5/1);
10-08-2009;  1;17;22;27;32;37;31;2;(2/4);'11220';(3/3);
 7-08-2009;  1; 4;12;24;33;36;17;1;(4/2);'21120';(4/2);
 5-08-2009;  3; 9;11;21;22;23;26;6;(1/5);'21300';(6/0);
 4-08-2009;  3;13;23;34;36;37;24;3;(2/4);'11130';(3/3);
 3-08-2009;  2; 8;10;25;30;47;13;2;(4/2);'21111';(4/2);
31-07-2009;  4; 5; 9;27;29;37;46;9;(1/5);'30210';(3/3);
29-07-2009;  2;15;26;39;41;49;12;2;(2/4);'11112';(2/4);
28-07-2009;  4;12;37;38;44;45;33;6;(4/2);'11022';(2/4);
27-07-2009;  2; 6;13;14;16;17;19;4;(4/2);'24000';(6/0);
24-07-2009;  1; 6; 8;10;29;35;38;3;(3/3);'31110';(4/2);
22-07-2009;  1; 5;12;17;28;40;33;1;(3/3);'22101';(4/2);
21-07-2009;  1;19;32;35;44;46; 2;0;(3/3);'11022';(2/4);
20-07-2009;  8;10;24;38;42;47;18;6;(5/1);'11112';(3/3);
17-07-2009;  1; 7;10;20;30;32;38;9;(4/2);'21120';(4/2);
15-07-2009; 18;26;31;35;43;46;39;3;(3/3);'01122';(1/5);
14-07-2009;  6;19;22;29;30;39;36;1;(3/3);'11220';(3/3);
13-07-2009; 14;22;24;35;43;44;26;8;(4/2);'01212';(3/3);
10-07-2009;  7;11;20;21;27;40;38;9;(2/4);'11301';(4/2);
 8-07-2009;  6; 8;24;29;31;32; 1;5;(4/2);'20220';(3/3);
 7-07-2009;  2; 7; 9;14;27;44;29;1;(3/3);'31101';(4/2);
 6-07-2009;  9;21;22;23;26;43;13;7;(2/4);'10401';(4/2);
 3-07-2009; 24;28;31;35;37;45;14;8;(2/4);'00231';(1/5);
 1-07-2009;  4; 5;20;21;28;43;34;4;(3/3);'20301';(4/2);
30-06-2009;  1; 6;16;26;28;32; 5;2;(5/1);'21210';(3/3);
29-06-2009; 14;19;20;34;39;45;11;7;(3/3);'02121';(3/3);
26-06-2009;  3;11;15;26;31;37;32;1;(1/5);'12120';(3/3);
24-06-2009; 16;29;31;34;38;48;23;7;(4/2);'01131';(1/5);
23-06-2009;  2; 6;12;25;44;45;10;5;(4/2);'21102';(4/2);
22-06-2009;  2;17;22;29;43;44;24;4;(3/3);'11202';(3/3);
19-06-2009; 13;24;25;38;40;43;20;3;(3/3);'01212';(3/3);
17-06-2009;  2;14;20;31;45;46;26;3;(4/2);'11112';(3/3);
16-06-2009;  5;11;14;29;40;47;45;7;(2/4);'12102';(3/3);
15-06-2009;  1; 4; 6;17;24;35;30;9;(3/3);'31110';(5/1);
12-06-2009;  5; 8;19;24;27;32;12;0;(3/3);'21210';(4/2);
10-06-2009;  3; 5;16;18;32;48; 8;8;(4/2);'22011';(4/2);
 9-06-2009;  1; 5;23;31;41;46;45;2;(1/5);'20112';(3/3);
 8-06-2009;  1; 9;20;23;35;45; 4;9;(1/5);'20211';(4/2);
 5-06-2009;  1; 2;11;25;46;49;45;0;(2/4);'21102';(4/2);
 3-06-2009;  1; 9;37;38;46;48;47;8;(3/3);'20022';(2/4);
 2-06-2009;  4;11;13;22;24;36; 7;8;(4/2);'12210';(5/1);
 1-06-2009;  2;10;14;23;27;35; 5;2;(3/3);'12210';(4/2);
29-05-2009;  5;10;25;29;36;45;38;6;(2/4);'11211';(3/3);
27-05-2009;  2; 9;10;30;37;45;28;1;(3/3);'21021';(3/3);
26-05-2009;  2; 7;26;27;39;46;44;7;(3/3);'20211';(2/4);
25-05-2009;  2;22;26;32;43;49;39;5;(4/2);'10212';(2/4);
22-05-2009; 17;25;27;30;35;45;47;5;(1/5);'01221';(2/4);
20-05-2009;  3; 5; 7;15;16;49;41;2;(1/5);'32001';(5/1);
19-05-2009;  6;11;17;33;36;37;38;4;(2/4);'12030';(3/3);
18-05-2009;  3;17;25;35;39;47; 2;6;(0/6);'11121';(3/3);
15-05-2009; 14;15;23;35;41;46;43;6;(2/4);'02112';(3/3);
13-05-2009;  7;10;11;15;33;46; 4;7;(2/4);'13011';(4/2);
12-05-2009;  7;14;30;33;34;41;16;4;(3/3);'11031';(2/4);
11-05-2009; 15;26;36;40;46;49; 2;8;(4/2);'01113';(1/5);
 8-05-2009; 11;13;19;35;43;48;44;4;(1/5);'03012';(3/3);
 6-05-2009;  5; 6;11;24;31;37;20;8;(2/4);'21120';(4/2);
 5-05-2009;  7;13;16;26;31;38;39;7;(3/3);'12120';(3/3);
 4-05-2009;  4; 8;17;20;34;43;24;5;(4/2);'21111';(4/2);
 1-05-2009;  5; 6;10;30;36;47;15;7;(4/2);'21021';(3/3);
29-04-2009;  6;13;15;23;44;46;18;0;(3/3);'12102';(4/2);
28-04-2009; 10;19;27;30;40;49;29;9;(3/3);'02112';(2/4);
27-04-2009; 16;18;20;25;34;40;10;8;(5/1);'02211';(4/2);
24-04-2009;  2; 7; 9;29;30;31;48;2;(2/4);'30120';(3/3);
22-04-2009;  7;10;15;23;28;32;20;4;(3/3);'12210';(4/2);
21-04-2009;  5; 8;21;24;34;41;28;2;(3/3);'20211';(4/2);
20-04-2009;  1; 5;14;24;33;45; 7;2;(2/4);'21111';(4/2);
17-04-2009;  2;11;24;25;33;44;34;1;(3/3);'11211';(4/2);
15-04-2009;  1; 2; 4; 5; 7;20;33;0;(3/3);'50100';(6/0);
14-04-2009;  7; 9;15;18;42;49;28;8;(2/4);'22002';(4/2);
13-04-2009; 12;15;16;19;36;49;20;6;(3/3);'04011';(4/2);
10-04-2009;  9;10;25;27;29;37;31;8;(1/5);'11310';(3/3);
 8-04-2009; 10;12;13;29;31;34;18;1;(3/3);'03120';(3/3);
 7-04-2009;  1;10;11;18;30;32;39;2;(4/2);'13020';(4/2);
 6-04-2009; 18;22;25;32;43;47;28;6;(3/3);'01212';(3/3);
 3-04-2009; 11;16;17;21;44;48;26;7;(3/3);'03102';(4/2);
 1-04-2009; 11;13;17;44;47;49; 1;8;(1/5);'03003';(3/3);
31-03-2009; 10;13;16;25;26;43;17;6;(3/3);'03201';(4/2);
30-03-2009;  5; 6; 9;29;32;41;49;3;(2/4);'30111';(3/3);
27-03-2009;  5;22;33;38;40;49;21;3;(3/3);'10122';(2/4);
25-03-2009;  4;16;19;25;27;40;34;7;(3/3);'12201';(4/2);
24-03-2009;  3; 4;15;18;35;41;20;2;(2/4);'22011';(4/2);
23-03-2009;  5;14;18;22;28;35;41;1;(4/2);'12210';(4/2);
20-03-2009;  4; 8;15;28;31;32;42;0;(4/2);'21120';(3/3);
18-03-2009;  3; 5;21;22;37;42;11;9;(2/4);'20211';(4/2);
17-03-2009; 11;13;23;33;34;42;10;3;(2/4);'02121';(3/3);
16-03-2009; 14;18;24;37;42;44;12;8;(5/1);'02112';(3/3);
13-03-2009;  8; 9;18;24;44;49; 1;3;(4/2);'21102';(4/2);
11-03-2009;  5;13;30;32;38;46;19;3;(4/2);'11031';(2/4);
10-03-2009;  3;10;15;18;26;34;21;6;(4/2);'13110';(4/2);
 9-03-2009;  7; 8;22;30;45;46;42;8;(4/2);'20112';(3/3);
 6-03-2009; 20;25;39;44;46;47;21;2;(3/3);'00213';(2/4);
 4-03-2009;  8;14;16;23;25;32;29;8;(4/2);'12210';(5/1);
 3-03-2009;  4; 6;19;38;41;45;34;5;(3/3);'21012';(3/3);
 2-03-2009; 14;19;26;34;39;42;20;1;(4/2);'02121';(2/4);
27-02-2009; 25;33;38;39;47;49;15;1;(1/5);'00132';(1/5);
25-02-2009;  2;20;21;22;23;43; 6;2;(3/3);'10401';(5/1);
24-02-2009;  2;13;14;33;34;49;35;1;(3/3);'12021';(3/3);
23-02-2009;  3; 8;21;28;44;49;14;7;(3/3);'20202';(3/3);
20-02-2009;  3; 5;29;33;36;41;11;9;(1/5);'20121';(2/4);
18-02-2009;  4; 7;13;30;33;37;42;7;(2/4);'21030';(3/3);
17-02-2009;  1; 7;15;33;34;45;22;2;(1/5);'21021';(3/3);
16-02-2009;  7;20;27;32;33;45;48;1;(2/4);'10221';(2/4);
13-02-2009;  2; 7;19;22;40;43;13;6;(3/3);'21102';(4/2);
11-02-2009; 14;23;24;38;42;45;15;7;(4/2);'01212';(3/3);
10-02-2009; 10;13;14;19;22;47;35;3;(3/3);'04101';(5/1);
 9-02-2009; 11;14;40;43;44;46;10;5;(4/2);'02004';(2/4);
 6-02-2009;  6;21;25;30;33;42;28;5;(3/3);'10221';(3/3);
 4-02-2009;  5; 6;17;22;33;44; 1;3;(3/3);'21111';(4/2);
 3-02-2009; 27;33;36;38;43;46; 6;0;(3/3);'00132';(0/6);
 2-02-2009; 14;24;36;44;47;49;40;4;(4/2);'01113';(2/4);
30-01-2009;  9;20;27;43;48;49;41;5;(2/4);'10203';(2/4);
28-01-2009; 20;23;31;36;39;41;22;0;(2/4);'00231';(2/4);
27-01-2009;  4; 5;18;25;27;49;40;2;(2/4);'21201';(4/2);
26-01-2009;  2; 8;15;17;18;33;22;7;(3/3);'23010';(5/1);
23-01-2009; 16;24;33;35;42;48; 5;9;(4/2);'01122';(2/4);
21-01-2009;  5;25;28;35;39;40;19;4;(2/4);'10221';(2/4);
20-01-2009; 10;22;23;26;27;33; 3;4;(3/3);'01410';(3/3);
19-01-2009;  1; 4;18;30;37;42;10;2;(4/2);'21021';(3/3);
16-01-2009;  1; 7;15;18;36;40;46;1;(3/3);'22011';(4/2);
14-01-2009; 10;14;18;25;38;48; 6;3;(5/1);'03111';(4/2);
13-01-2009; 13;19;23;29;37;45;27;5;(0/6);'02211';(3/3);
12-01-2009; 28;39;42;43;44;48;49;4;(4/2);'00114';(0/6);
 9-01-2009;  4; 9;12;22;38;48;25;3;(5/1);'21111';(4/2);
 7-01-2009;  6;10;12;19;35;36;40;2;(4/2);'13020';(4/2);
 6-01-2009;  3; 7;13;30;43;44;42;7;(2/4);'21012';(3/3);
 5-01-2009; 18;33;35;42;43;44;34;4;(3/3);'01023';(1/5);
 2-01-2009;  8;14;21;37;40;46;43;1;(4/2);'11112';(3/3);



