
26/8/2021  20:8  
**************************************************************
***---- ARCHIVO GENERADO EN WWW.LaWebdelaPrimitiva.com ----***
**************************************************************
HISTORICO DE SORTEOS DE Bonoloto DE 1993

FECHA; N1;N2;N3;N4;N5;N6;C;R;Pares/Impares;Decenas;Bajos/Altos
15-10-1993;  1; 4; 6; 9;23;32;35;9;(3/3);'40110';(5/1);
13-10-1993;  1; 3;19;30;37;49;48;2;(1/5);'21021';(3/3);
12-10-1993;  3;26;34;35;44;47;49;0;(3/3);'10122';(1/5);
11-10-1993;  1;15;16;17;28;47;11;7;(2/4);'13101';(4/2);
 8-10-1993; 10;15;16;24;27;31;43;3;(3/3);'03210';(4/2);
 6-10-1993;  7;16;18;23;40;49;24;2;(3/3);'12102';(4/2);
 5-10-1993; 14;15;18;26;44;48;10;7;(5/1);'03102';(3/3);
 4-10-1993;  4;10;20;27;28;31;17;6;(4/2);'11310';(3/3);
 1-10-1993;  3;20;21;26;27;35;47;0;(2/4);'10410';(3/3);
29-09-1993;  1; 5;30;31;38;45;22;2;(2/4);'20031';(2/4);
28-09-1993;  3;15;18;27;38;40;12;9;(3/3);'12111';(3/3);
27-09-1993; 21;24;25;36;41;44; 1;6;(3/3);'00312';(3/3);
24-09-1993;  2; 7;10;24;33;46;39;0;(4/2);'21111';(4/2);
22-09-1993; 10;26;28;35;39;43;34;3;(3/3);'01221';(1/5);
21-09-1993;  2; 3; 7;40;41;46; 8;0;(3/3);'30003';(3/3);
20-09-1993; 19;20;22;29;40;43;37;3;(3/3);'01302';(3/3);
17-09-1993; 23;26;29;31;35;39;14;1;(1/5);'00330';(1/5);
15-09-1993;  3; 8;10;12;21;22; 7;2;(4/2);'22200';(6/0);
14-09-1993; 11;19;20;33;34;49;26;7;(2/4);'02121';(3/3);
13-09-1993;  2; 3;30;35;44;49;46;4;(3/3);'20022';(2/4);
10-09-1993; 15;17;22;30;37;43;31;1;(2/4);'02121';(3/3);
 8-09-1993; 12;19;27;28;43;47; 1;1;(2/4);'02202';(2/4);
 7-09-1993;  4;11;22;26;39;44;24;2;(4/2);'11211';(3/3);
 6-09-1993; 14;16;25;43;46;48;13;0;(4/2);'02103';(3/3);
 3-09-1993;  3; 7; 9;22;30;33;47;4;(2/4);'30120';(4/2);
 1-09-1993; 10;11;14;44;45;46;24;9;(4/2);'03003';(3/3);
31-08-1993;  2;19;21;25;29;49;24;2;(1/5);'11301';(4/2);
30-08-1993;  9;12;18;27;45;48; 5;0;(3/3);'12102';(3/3);
27-08-1993;  6; 7;20;23;39;48;46;7;(3/3);'20211';(4/2);
25-08-1993;  8;32;33;37;44;49;25;2;(3/3);'10032';(1/5);
24-08-1993;  2;17;24;34;40;44; 7;3;(5/1);'11112';(3/3);
23-08-1993;  7;11;37;42;44;45;39;9;(2/4);'11013';(2/4);
20-08-1993;  8;15;21;23;34;45;16;3;(2/4);'11211';(4/2);
18-08-1993;  7;12;18;24;32;40;39;6;(5/1);'12111';(4/2);
17-08-1993; 19;21;26;38;41;49;15;9;(2/4);'01212';(2/4);
16-08-1993;  1; 8;14;22;30;32;31;2;(5/1);'21120';(4/2);
13-08-1993;  9;18;20;28;30;42;17;0;(5/1);'11211';(3/3);
11-08-1993;  3; 5;16;33;40;41;11;6;(2/4);'21012';(3/3);
10-08-1993;  9;11;27;35;40;43; 3;4;(1/5);'11112';(2/4);
 9-08-1993;  4; 7;19;24;39;45;43;6;(2/4);'21111';(4/2);
 6-08-1993;  4;11;13;30;39;48;37;4;(3/3);'12021';(3/3);
 4-08-1993; 10;30;31;33;38;48;13;2;(4/2);'01041';(1/5);
 3-08-1993; 18;21;26;28;46;48;45;1;(5/1);'01302';(2/4);
 2-08-1993;  4;28;29;36;37;38;32;6;(4/2);'10230';(1/5);
30-07-1993;  2;28;31;34;35;40;10;3;(4/2);'10131';(1/5);
28-07-1993; 10;11;26;28;36;40;43;7;(5/1);'02211';(2/4);
27-07-1993; 18;21;22;23;39;40;26;3;(3/3);'01311';(4/2);
26-07-1993; 18;30;34;46;48;49; 7;5;(5/1);'01023';(1/5);
23-07-1993;  1;19;25;26;27;44;45;5;(2/4);'11301';(3/3);
21-07-1993;  5;10;29;42;44;48;16;4;(4/2);'11103';(2/4);
20-07-1993; 10;17;24;28;37;44;36;9;(4/2);'02211';(3/3);
19-07-1993;  1; 5; 8;12;20;34;10;9;(4/2);'31110';(5/1);
16-07-1993;  4;19;27;39;40;43;48;9;(2/4);'11112';(2/4);
14-07-1993; 15;22;23;25;35;36;11;0;(2/4);'01320';(4/2);
13-07-1993; 11;19;21;35;38;40;27;9;(2/4);'02121';(3/3);
12-07-1993;  1;12;21;28;40;46;15;3;(4/2);'11202';(3/3);
 9-07-1993;  4;11;18;26;28;43;34;8;(4/2);'12201';(3/3);
 7-07-1993;  2; 7;10;16;22;49;41;7;(4/2);'22101';(5/1);
 6-07-1993;  8;13;23;25;27;35;37;1;(1/5);'11310';(4/2);
 5-07-1993; 21;26;27;30;39;43;37;5;(2/4);'00321';(1/5);
 2-07-1993;  1; 7;27;35;38;42;48;2;(2/4);'20121';(2/4);
30-06-1993; 17;29;34;37;44;47;26;8;(2/4);'01122';(1/5);
29-06-1993;  1;11;17;22;31;43;28;9;(1/5);'12111';(4/2);
28-06-1993;  2;20;23;30;37;44;28;0;(4/2);'10221';(3/3);
25-06-1993;  2;18;22;34;35;37;38;7;(4/2);'11130';(3/3);
23-06-1993; 15;21;28;34;47;48;39;3;(3/3);'01212';(2/4);
22-06-1993;  6;13;14;26;46;48;11;5;(5/1);'12102';(3/3);
21-06-1993;  7;12;18;31;43;48;44;8;(3/3);'12012';(3/3);
18-06-1993; 15;24;28;33;41;47;31;5;(2/4);'01212';(2/4);
16-06-1993;  9;14;32;35;40;47; 7;2;(3/3);'11022';(2/4);
15-06-1993;  7;39;41;42;43;44;14;4;(2/4);'10014';(1/5);
14-06-1993;  5; 7; 8;17;31;43; 9;5;(1/5);'31011';(4/2);
11-06-1993;  5;10;12;13;38;45;17;4;(3/3);'13011';(4/2);
 9-06-1993;  9;20;27;28;29;47;39;4;(2/4);'10401';(2/4);
 8-06-1993;  4; 5; 9;22;31;45;25;9;(2/4);'30111';(4/2);
 7-06-1993;  8;15;26;33;36;39;34;0;(3/3);'11130';(2/4);
 4-06-1993;  2;12;18;20;29;44;25;7;(5/1);'12201';(4/2);
 2-06-1993;  9;18;19;20;26;42;31;7;(4/2);'12201';(4/2);
 1-06-1993;  2;17;18;24;32;40; 3;1;(5/1);'12111';(4/2);
31-05-1993;  5;16;22;24;38;45; 1;3;(4/2);'11211';(4/2);
28-05-1993;  6; 9;17;31;41;47;18;4;(1/5);'21012';(3/3);
26-05-1993; 17;22;27;40;44;45;31;6;(3/3);'01203';(2/4);
25-05-1993;  1;31;35;39;41;42;19;7;(1/5);'10032';(1/5);
24-05-1993;  1;15;23;29;31;47;16;0;(0/6);'11211';(3/3);
21-05-1993; 10;24;25;26;27;34;18;4;(4/2);'01410';(3/3);
19-05-1993;  1;10;20;27;44;45;15;6;(3/3);'11202';(3/3);
18-05-1993;  5;10;21;28;32;46;48;2;(4/2);'11211';(3/3);
17-05-1993; 10;12;14;28;42;48;34;7;(6/0);'03102';(3/3);
14-05-1993;  7; 9;13;32;35;38;30;4;(2/4);'21030';(3/3);
12-05-1993;  6;18;22;35;42;47; 5;5;(4/2);'11112';(3/3);
11-05-1993;  8;17;20;22;38;41;32;9;(4/2);'11211';(4/2);
10-05-1993;  1;13;20;22;30;47; 5;5;(3/3);'11211';(4/2);
 7-05-1993;  4; 5;13;15;41;42;20;0;(2/4);'22002';(4/2);
 5-05-1993; 12;14;35;36;44;47;40;5;(4/2);'02022';(2/4);
 4-05-1993;  4;16;17;28;31;48;43;4;(4/2);'12111';(3/3);
 3-05-1993;  9;11;24;27;34;39;31;3;(2/4);'11220';(3/3);
30-04-1993;  7;32;34;36;39;45;31;6;(3/3);'10041';(1/5);
28-04-1993; 10;25;39;40;43;47;22;9;(2/4);'01113';(2/4);
27-04-1993;  4;16;23;26;45;48;21;9;(4/2);'11202';(3/3);
26-04-1993; 10;19;25;30;32;41;23;2;(3/3);'02121';(3/3);
23-04-1993;  9;10;14;23;27;28;30;5;(3/3);'12300';(4/2);
21-04-1993;  9;10;12;23;31;41;32;0;(2/4);'12111';(4/2);
20-04-1993; 10;32;33;38;44;49;19;1;(4/2);'01032';(1/5);
19-04-1993; 13;17;21;24;30;38;41;7;(3/3);'02220';(4/2);
14-04-1993;  7;28;31;33;37;48;43;9;(2/4);'10131';(1/5);
13-04-1993; 18;25;33;36;39;45;48;9;(2/4);'01131';(2/4);
12-04-1993; 13;22;23;30;41;49;42;9;(2/4);'01212';(3/3);
11-04-1993;  4;10;29;40;41;48;12;9;(4/2);'11103';(2/4);
 7-04-1993;  5; 7;22;38;42;45;21;3;(3/3);'20112';(3/3);
 6-04-1993;  4; 6;18;20;28;44;12;3;(6/0);'21201';(4/2);
 5-04-1993;  5; 8;24;26;39;47;13;3;(3/3);'20211';(3/3);
 4-04-1993;  9;26;31;44;45;48;46;3;(3/3);'10113';(1/5);
31-03-1993;  3; 8;10;18;24;37;21;8;(4/2);'22110';(5/1);
30-03-1993; 19;20;29;33;47;48;12;8;(2/4);'01212';(2/4);
29-03-1993;  4;13;20;29;34;48; 2;8;(4/2);'11211';(3/3);
28-03-1993;  3;19;20;30;34;35;12;8;(3/3);'11130';(3/3);
24-03-1993;  6;13;20;25;26;44;46;4;(4/2);'11301';(4/2);
23-03-1993;  1;11;13;24;46;48; 3;4;(3/3);'12102';(4/2);
22-03-1993; 10;11;18;28;39;41;25;4;(3/3);'03111';(3/3);
21-03-1993;  2; 4;19;31;35;36;23;4;(3/3);'21030';(3/3);
17-03-1993; 19;25;33;40;44;47; 2;7;(2/4);'01113';(2/4);
16-03-1993; 15;20;28;30;35;45;42;7;(3/3);'01221';(2/4);
15-03-1993;  6;13;17;22;38;45; 4;7;(3/3);'12111';(4/2);
14-03-1993;  2;20;22;28;31;44;10;7;(5/1);'10311';(3/3);
10-03-1993;  1;24;37;41;44;47;25;9;(2/4);'10113';(2/4);
 9-03-1993;  8;26;27;28;37;45; 3;9;(3/3);'10311';(1/5);
 8-03-1993;  2; 9;20;22;36;41;23;9;(4/2);'20211';(4/2);
 7-03-1993; 18;21;24;31;38;41; 3;9;(3/3);'01221';(3/3);
 3-03-1993;  2;10;11;12;20;22;29;0;(5/1);'13200';(6/0);
 2-03-1993;  3;14;15;20;23;39;45;0;(2/4);'12210';(5/1);
 1-03-1993; 10;15;18;25;28;33;21;0;(3/3);'03210';(4/2);
28-02-1993; 13;18;19;34;38;43; 3;0;(3/3);'03021';(3/3);
24-02-1993;  8; 9;10;32;35;39;36;3;(3/3);'21030';(3/3);
23-02-1993;  7;11;13;29;32;49;40;3;(1/5);'12111';(3/3);
22-02-1993;  5;18;19;24;27;29; 9;3;(2/4);'12300';(4/2);
21-02-1993;  8;10;17;25;31;32;23;3;(3/3);'12120';(4/2);
17-02-1993; 16;18;23;29;39;47;44;6;(2/4);'02211';(3/3);
16-02-1993;  5;20;35;36;39;45;43;6;(2/4);'10131';(2/4);
15-02-1993; 12;16;24;46;48;49;27;6;(5/1);'02103';(3/3);
14-02-1993;  1;16;22;24;25;31;37;6;(3/3);'11310';(5/1);
10-02-1993;  3; 5; 8;15;32;39;20;6;(2/4);'31020';(4/2);
 9-02-1993;  7;12;16;33;35;40;25;6;(3/3);'12021';(3/3);
 8-02-1993; 12;23;39;41;46;47;42;6;(2/4);'01113';(2/4);
 7-02-1993;  8;15;23;31;34;36; 2;6;(3/3);'11130';(3/3);
 3-02-1993;  2; 4; 6; 9;15;17;12;2;(3/3);'42000';(6/0);
 2-02-1993; 17;18;32;37;40;43;15;2;(3/3);'02022';(2/4);
 1-02-1993;  2; 3;12;14;17;22;10;2;(4/2);'23100';(6/0);
31-01-1993;  2; 4;25;31;39;41;11;2;(2/4);'20121';(3/3);
27-01-1993;  3;16;20;23;28;31; 9;3;(3/3);'11310';(4/2);
26-01-1993;  1; 3; 6;10;18;22;47;3;(4/2);'32100';(6/0);
25-01-1993;  1; 7;14;17;22;38;43;3;(3/3);'22110';(5/1);
24-01-1993; 10;15;18;39;42;45;26;3;(3/3);'03012';(3/3);
20-01-1993;  4;14;16;19;21;47;46;2;(3/3);'13101';(5/1);
19-01-1993;  4;11;17;32;34;36;12;2;(4/2);'12030';(3/3);
18-01-1993;  1;15;26;28;30;49;12;2;(3/3);'11211';(2/4);
17-01-1993; 16;17;33;38;40;46;21;2;(4/2);'02022';(2/4);
13-01-1993; 13;15;21;29;31;40;38;0;(1/5);'02211';(3/3);
12-01-1993;  1; 2;16;25;33;37;14;0;(2/4);'21120';(4/2);
11-01-1993;  1; 5;21;27;38;40;20;0;(2/4);'20211';(3/3);
10-01-1993; 11;12;16;22;26;28; 9;0;(5/1);'03300';(4/2);
 6-01-1993; 10;17;29;38;39;44; 3;3;(3/3);'02121';(2/4);
 5-01-1993;  5;18;20;21;35;39;25;3;(2/4);'11220';(4/2);
 4-01-1993;  3;16;21;28;43;47;44;3;(2/4);'11202';(3/3);
 3-01-1993;  8;15;17;18;36;45; 9;3;(3/3);'13011';(4/2);



