
26/8/2021  20:8  
**************************************************************
***---- ARCHIVO GENERADO EN WWW.LaWebdelaPrimitiva.com ----***
**************************************************************
HISTORICO DE SORTEOS DE Bonoloto DE 1999

FECHA; N1;N2;N3;N4;N5;N6;C;R;Pares/Impares;Decenas;Bajos/Altos
20-07-1999;  1;13;15;24;34;35;10;6;(2/4);'12120';(4/2);
19-07-1999;  6; 7; 9;13;17;32;44;2;(2/4);'32010';(5/1);
16-07-1999;  7;17;19;26;36;46;14;7;(3/3);'12111';(3/3);
14-07-1999;  6;11;13;22;25;29;42;5;(2/4);'12300';(5/1);
13-07-1999; 11;24;27;30;31;46; 5;8;(3/3);'01221';(2/4);
12-07-1999;  4; 8;11;26;27;33;36;8;(3/3);'21210';(3/3);
 9-07-1999;  1;11;12;36;40;47;44;3;(3/3);'12012';(3/3);
 7-07-1999;  1;11;23;33;39;44;30;4;(1/5);'11121';(3/3);
 6-07-1999;  1; 2; 9;32;33;40;48;2;(3/3);'30021';(3/3);
 5-07-1999;  6;13;16;21;36;47;43;9;(3/3);'12111';(4/2);
 2-07-1999; 10;14;24;33;35;37;40;2;(3/3);'02130';(3/3);
30-06-1999;  4;15;26;29;36;37; 9;8;(3/3);'11220';(2/4);
29-06-1999; 17;29;31;38;45;49;26;7;(1/5);'01122';(1/5);
28-06-1999;  5;23;28;35;36;40; 8;0;(3/3);'10221';(2/4);
25-06-1999;  4;24;25;26;35;44;19;8;(4/2);'10311';(3/3);
23-06-1999;  1; 8;22;26;32;36; 2;2;(5/1);'20220';(3/3);
22-06-1999; 14;21;24;36;42;44;35;6;(5/1);'01212';(3/3);
21-06-1999;  1;18;26;33;41;46; 2;0;(3/3);'11112';(2/4);
18-06-1999; 11;20;28;31;35;43;15;6;(2/4);'01221';(2/4);
16-06-1999;  3; 4;15;16;30;40; 8;5;(4/2);'22011';(4/2);
15-06-1999;  3; 5;15;20;22;43;40;8;(2/4);'21201';(5/1);
14-06-1999; 31;33;37;41;43;48;49;9;(1/5);'00033';(0/6);
11-06-1999;  1; 7;17;22;25;47;43;7;(1/5);'21201';(5/1);
 9-06-1999; 12;20;40;42;43;47;39;8;(4/2);'01104';(2/4);
 8-06-1999;  1;24;28;38;48;49;44;1;(4/2);'10212';(2/4);
 7-06-1999; 13;16;25;40;42;43;10;3;(3/3);'02103';(3/3);
 4-06-1999;  4; 5;21;29;35;45;46;4;(1/5);'20211';(3/3);
 2-06-1999;  1; 4; 6;10;32;47;45;6;(4/2);'31011';(4/2);
 1-06-1999;  2; 3;13;40;44;48; 8;1;(4/2);'21003';(3/3);
31-05-1999;  4;13;14;26;28;45;42;5;(4/2);'12201';(3/3);
28-05-1999;  2;17;25;35;37;48;31;7;(2/4);'11121';(3/3);
26-05-1999; 20;22;25;29;31;34;48;6;(3/3);'00420';(3/3);
25-05-1999;  2; 6; 8;17;26;32;13;9;(5/1);'31110';(4/2);
24-05-1999;  8;14;15;27;30;35;34;0;(3/3);'12120';(3/3);
21-05-1999; 17;21;33;35;41;42; 8;2;(1/5);'01122';(2/4);
19-05-1999; 12;18;22;24;30;41;31;4;(5/1);'02211';(4/2);
18-05-1999; 14;18;32;45;47;49;27;7;(3/3);'02013';(2/4);
17-05-1999; 10;17;22;26;29;44;24;1;(4/2);'02301';(3/3);
14-05-1999;  1; 2; 3;11;16;21;23;4;(2/4);'32100';(6/0);
12-05-1999; 13;14;31;33;34;36; 2;4;(3/3);'02040';(2/4);
11-05-1999;  3; 4;10;22;32;40;27;9;(5/1);'21111';(4/2);
10-05-1999;  2;15;23;34;35;42;12;9;(3/3);'11121';(3/3);
 7-05-1999;  6;10;22;31;41;44;17;6;(4/2);'11112';(3/3);
 5-05-1999; 25;26;32;42;44;49;12;0;(4/2);'00213';(1/5);
 4-05-1999;  4;25;29;30;42;47; 6;1;(3/3);'10212';(2/4);
 3-05-1999;  3; 6;18;20;36;37;48;1;(4/2);'21120';(4/2);
30-04-1999;  4;26;30;41;45;46;10;6;(4/2);'10113';(1/5);
28-04-1999; 20;21;31;36;46;47; 1;7;(3/3);'00222';(2/4);
27-04-1999; 18;30;36;39;44;48;14;7;(5/1);'01032';(1/5);
26-04-1999;  6;17;18;25;40;45;11;3;(3/3);'12102';(4/2);
23-04-1999; 21;23;24;27;39;44;37;8;(2/4);'00411';(3/3);
21-04-1999;  8;12;17;21;44;49;35;4;(3/3);'12102';(4/2);
20-04-1999;  1; 2; 6; 7;11;32;24;1;(3/3);'41010';(5/1);
19-04-1999;  1;14;17;23;36;44;22;4;(3/3);'12111';(4/2);
16-04-1999;  4;17;19;27;38;45;36;7;(2/4);'12111';(3/3);
14-04-1999;  9;12;16;17;43;49;13;8;(2/4);'13002';(4/2);
13-04-1999;  3;23;24;26;27;33;42;6;(2/4);'10410';(3/3);
12-04-1999;  1; 2;12;17;33;38; 6;7;(3/3);'22020';(4/2);
 9-04-1999;  3; 5;12;27;38;47;39;4;(2/4);'21111';(3/3);
 7-04-1999; 24;32;40;41;45;48; 1;7;(4/2);'00114';(1/5);
 6-04-1999;  4; 6;30;33;38;43;22;3;(4/2);'20031';(2/4);
 5-04-1999;  3; 5;10;22;32;36;43;6;(4/2);'21120';(4/2);
 2-04-1999;  2; 7;23;28;31;37; 1;0;(2/4);'20220';(3/3);
31-03-1999;  2;15;18;22;33;40;34;4;(4/2);'12111';(4/2);
30-03-1999;  5; 8;17;30;33;49;12;7;(2/4);'21021';(3/3);
29-03-1999; 11;12;18;29;36;49;19;4;(3/3);'03111';(3/3);
26-03-1999;  3; 7;13;15;37;40; 5;8;(1/5);'22011';(4/2);
24-03-1999;  3; 8;17;18;40;49;32;0;(3/3);'22002';(4/2);
23-03-1999; 17;22;39;41;43;49;26;8;(1/5);'01113';(2/4);
22-03-1999;  5;10;25;35;36;42;31;2;(3/3);'11121';(3/3);
19-03-1999;  2; 6;10;14;25;30;40;1;(5/1);'22110';(5/1);
17-03-1999;  9;15;16;23;31;33;40;4;(1/5);'12120';(4/2);
16-03-1999;  2; 4;13;15;35;37; 8;4;(2/4);'22020';(4/2);
15-03-1999;  9;14;23;26;39;48;13;3;(3/3);'11211';(3/3);
12-03-1999;  2;16;17;24;28;37;48;3;(4/2);'12210';(4/2);
10-03-1999;  3;18;26;30;32;46;21;9;(5/1);'11121';(2/4);
 9-03-1999;  9;17;24;26;29;47; 6;0;(2/4);'11301';(3/3);
 8-03-1999;  8;28;30;36;39;46;41;1;(5/1);'10131';(1/5);
 5-03-1999;  4;15;16;19;28;41;31;1;(3/3);'13101';(4/2);
 3-03-1999;  3; 7;25;32;36;42;28;6;(3/3);'20121';(3/3);
 2-03-1999;  7;11;23;41;48;49; 5;1;(1/5);'11103';(3/3);
 1-03-1999;  7;14;25;29;37;47;42;7;(1/5);'11211';(3/3);
26-02-1999; 12;15;22;35;36;40;41;0;(4/2);'02121';(3/3);
24-02-1999;  1; 3;27;30;38;46;45;3;(3/3);'20121';(2/4);
23-02-1999;  3; 6;16;27;38;41; 4;9;(3/3);'21111';(3/3);
22-02-1999;  8;20;32;35;46;49; 9;5;(4/2);'10122';(2/4);
19-02-1999;  3; 4;30;31;35;46;45;3;(3/3);'20031';(2/4);
17-02-1999; 14;17;28;38;40;46;29;8;(5/1);'02112';(2/4);
16-02-1999;  7;11;17;19;24;42;43;3;(2/4);'13101';(5/1);
15-02-1999; 13;17;31;44;46;48;23;4;(3/3);'02013';(2/4);
12-02-1999;  4; 7;16;21;30;31;46;6;(3/3);'21120';(4/2);
10-02-1999;  1; 2;19;20;23;31;18;9;(2/4);'21210';(5/1);
 9-02-1999;  8;16;22;42;45;46; 4;3;(5/1);'11103';(3/3);
 8-02-1999;  3;12;14;18;27;32;34;7;(4/2);'13110';(4/2);
 5-02-1999;  9;13;23;27;29;45;32;1;(0/6);'11301';(3/3);
 3-02-1999; 14;28;31;35;36;44;20;5;(4/2);'01131';(1/5);
 2-02-1999;  2; 3; 6;16;30;43; 4;8;(4/2);'31011';(4/2);
 1-02-1999;  9;20;21;38;41;43;19;6;(2/4);'10212';(3/3);
29-01-1999; 10;11;26;33;38;40;42;4;(4/2);'02121';(2/4);
27-01-1999;  8;11;13;35;48;49; 9;5;(2/4);'12012';(3/3);
26-01-1999;  1;16;18;28;39;45;15;8;(3/3);'12111';(3/3);
25-01-1999;  6; 8;27;30;31;39;34;2;(3/3);'20130';(2/4);
22-01-1999;  6;11;23;34;41;49;37;1;(2/4);'11112';(3/3);
20-01-1999; 12;27;30;34;37;44; 5;3;(4/2);'01131';(1/5);
19-01-1999;  3;10;32;33;39;44;35;6;(3/3);'11031';(2/4);
18-01-1999;  5;32;36;38;39;45;11;8;(3/3);'10041';(1/5);
15-01-1999; 11;13;14;29;33;38; 5;1;(2/4);'03120';(3/3);
13-01-1999;  8;11;13;30;34;45; 1;5;(3/3);'12021';(3/3);
12-01-1999;  3; 8; 9;11;34;38;35;6;(3/3);'31020';(4/2);
11-01-1999;  5;17;23;29;36;44;40;0;(2/4);'11211';(3/3);
 8-01-1999; 18;23;34;38;46;48; 8;5;(5/1);'01122';(2/4);
 6-01-1999;  8;11;18;24;31;47; 7;8;(3/3);'12111';(4/2);
 5-01-1999; 32;35;36;41;44;46; 1;1;(4/2);'00033';(0/6);
 4-01-1999;  3;13;15;20;23;48;46;1;(2/4);'12201';(5/1);
 1-01-1999;  1;24;36;42;46;48;16;0;(5/1);'10113';(2/4);



