
26/8/2021  20:8  
**************************************************************
***---- ARCHIVO GENERADO EN WWW.LaWebdelaPrimitiva.com ----***
**************************************************************
HISTORICO DE SORTEOS DE Bonoloto DE 1989

FECHA; N1;N2;N3;N4;N5;N6;C;R;Pares/Impares;Decenas;Bajos/Altos
13-06-1989;  6;20;28;35;45;46; 8;0;(4/2);'10212';(2/4);
12-06-1989;  5; 9;13;18;20;25; 1;0;(2/4);'22200';(6/0);
11-06-1989;  2;10;12;34;37;41;36;0;(4/2);'12021';(3/3);
 7-06-1989;  5; 8;13;33;46;48;42;0;(3/3);'21012';(3/3);
 6-06-1989;  1; 8;11;23;28;30;15;0;(3/3);'21210';(4/2);
 5-06-1989;  7;10;20;27;42;43; 3;0;(3/3);'11202';(3/3);
 4-06-1989;  1;17;21;40;41;47;48;0;(1/5);'11103';(3/3);
31-05-1989;  1;14;18;25;26;48;36;0;(4/2);'12201';(4/2);
30-05-1989;  2; 6;12;16;34;43;41;0;(5/1);'22011';(4/2);
29-05-1989;  2; 4;24;31;34;35;41;0;(4/2);'20130';(3/3);
28-05-1989;  1; 3;11;31;33;44;18;0;(1/5);'21021';(3/3);
24-05-1989;  3; 4;26;33;43;45;27;0;(2/4);'20112';(2/4);
23-05-1989; 20;26;33;34;41;42;22;0;(4/2);'00222';(1/5);
22-05-1989;  1;10;16;33;39;46;43;0;(3/3);'12021';(3/3);
21-05-1989; 13;25;30;31;36;46;17;0;(3/3);'01131';(2/4);
17-05-1989;  6;11;17;22;41;45;33;0;(2/4);'12102';(4/2);
16-05-1989;  3; 5;23;26;27;45;43;0;(1/5);'20301';(3/3);
15-05-1989;  9;10;13;32;33;47;36;0;(2/4);'12021';(3/3);
14-05-1989;  8;11;20;31;35;41; 2;0;(2/4);'11121';(3/3);
10-05-1989; 10;15;33;38;42;45;27;0;(3/3);'02022';(2/4);
 9-05-1989; 20;25;35;45;47;49;29;0;(1/5);'00213';(2/4);
 8-05-1989;  3;21;30;33;43;45;49;0;(1/5);'10122';(2/4);
 7-05-1989;  5; 6; 8;24;40;48;38;0;(5/1);'30102';(4/2);
 3-05-1989;  5; 9;21;26;43;46;36;0;(2/4);'20202';(3/3);
 2-05-1989;  1; 2;15;21;24;42;25;0;(3/3);'21201';(5/1);
 1-05-1989;  9;11;12;18;21;43;41;0;(2/4);'13101';(5/1);
30-04-1989;  6;20;39;42;44;48; 1;0;(5/1);'10113';(2/4);
26-04-1989;  1; 2; 9;23;39;45;13;0;(1/5);'30111';(4/2);
25-04-1989;  9;21;31;32;44;45;29;0;(2/4);'10122';(2/4);
24-04-1989; 18;20;22;28;45;46;27;0;(5/1);'01302';(3/3);
23-04-1989; 16;27;34;37;43;47;24;0;(2/4);'01122';(1/5);
19-04-1989;  8;20;39;43;44;45;35;0;(3/3);'10113';(2/4);
18-04-1989;  7; 8;13;24;30;46;28;0;(4/2);'21111';(4/2);
17-04-1989;  1; 5; 7;10;17;38;27;0;(2/4);'32010';(5/1);
16-04-1989; 10;12;20;32;48;49;19;0;(5/1);'02112';(3/3);
12-04-1989;  7;11;12;25;44;47; 9;0;(2/4);'12102';(4/2);
11-04-1989;  5; 6; 7; 9;19;26;34;0;(2/4);'41100';(5/1);
10-04-1989;  1;12;18;22;35;43; 7;0;(3/3);'12111';(4/2);
 9-04-1989;  9;11;22;34;35;43;30;0;(2/4);'11121';(3/3);
 5-04-1989; 19;25;32;33;34;35;16;0;(2/4);'01140';(2/4);
 4-04-1989; 12;21;37;38;43;46;14;0;(3/3);'01122';(2/4);
 3-04-1989;  7; 8;13;20;29;46; 6;0;(3/3);'21201';(4/2);
 2-04-1989;  4;14;19;21;43;44;38;0;(3/3);'12102';(4/2);
29-03-1989;  2;18;19;33;37;43;22;0;(2/4);'12021';(3/3);
28-03-1989; 22;24;27;32;38;49; 6;0;(4/2);'00321';(2/4);
27-03-1989;  2;23;30;35;48;49; 1;0;(3/3);'10122';(2/4);
26-03-1989;  8;12;14;34;46;47;25;0;(5/1);'12012';(3/3);
22-03-1989;  2;14;15;27;44;45;25;0;(3/3);'12102';(3/3);
21-03-1989;  5; 6; 7;31;41;42;36;0;(2/4);'30012';(3/3);
20-03-1989;  7;20;33;34;36;45;25;0;(3/3);'10131';(2/4);
19-03-1989; 12;19;22;28;29;41;15;0;(3/3);'02301';(3/3);
15-03-1989; 13;19;24;34;40;44; 5;0;(4/2);'02112';(3/3);
14-03-1989;  6; 7;23;35;38;40;41;0;(3/3);'20121';(3/3);
13-03-1989;  5;11;14;21;38;45; 4;0;(2/4);'12111';(4/2);
12-03-1989; 11;12;14;29;36;42; 9;0;(4/2);'03111';(3/3);
 8-03-1989;  9;18;39;44;46;49; 4;0;(3/3);'11013';(2/4);
 7-03-1989;  4;10;11;19;31;37; 6;0;(2/4);'13020';(4/2);
 6-03-1989;  6;17;19;22;35;39; 1;0;(2/4);'12120';(4/2);
 5-03-1989;  1;12;19;31;46;48;41;0;(3/3);'12012';(3/3);
 1-03-1989;  1;11;27;37;46;48;10;0;(2/4);'11112';(2/4);
28-02-1989;  4;11;29;43;46;47; 2;0;(2/4);'11103';(2/4);
27-02-1989;  1;19;30;37;42;45;27;0;(2/4);'11022';(2/4);
26-02-1989;  7;10;14;20;41;42;16;0;(4/2);'12102';(4/2);
22-02-1989;  1; 4;13;18;19;35;10;0;(2/4);'23010';(5/1);
21-02-1989;  8; 9;10;15;30;49;13;0;(3/3);'22011';(4/2);
20-02-1989;  1; 7;13;34;37;39;47;0;(1/5);'21030';(3/3);
19-02-1989;  4;19;22;25;28;39;12;0;(3/3);'11310';(4/2);
15-02-1989;  1; 2;14;17;27;38;37;0;(3/3);'22110';(4/2);
14-02-1989; 11;17;19;24;40;44;10;0;(3/3);'03102';(4/2);
13-02-1989;  2; 5;14;24;31;45; 4;0;(3/3);'21111';(4/2);
12-02-1989;  4; 6;18;30;36;42;31;0;(6/0);'21021';(3/3);
 8-02-1989;  2;15;22;26;39;46;34;0;(4/2);'11211';(3/3);
 7-02-1989;  4; 6;10;23;42;46;11;0;(5/1);'21102';(4/2);
 6-02-1989; 12;13;14;18;35;44; 5;0;(4/2);'04011';(4/2);
 5-02-1989;  5;20;25;28;30;44; 8;0;(4/2);'10311';(3/3);
 1-02-1989; 18;19;36;43;44;47;25;0;(3/3);'02013';(2/4);
31-01-1989;  3;12;18;33;38;39;35;0;(3/3);'12030';(3/3);
30-01-1989; 12;13;16;26;29;41;48;0;(3/3);'03201';(3/3);
29-01-1989;  2; 7;29;38;41;47;42;0;(2/4);'20112';(2/4);
25-01-1989; 20;21;23;25;26;28;16;0;(3/3);'00600';(4/2);
24-01-1989;  3; 8;12;17;20;43;26;0;(3/3);'22101';(5/1);
23-01-1989;  7;11;12;19;29;40; 2;0;(2/4);'13101';(4/2);
22-01-1989;  7; 9;12;17;25;29;30;0;(1/5);'22200';(5/1);
18-01-1989;  2;12;15;28;33;39;49;0;(3/3);'12120';(3/3);
17-01-1989; 19;31;33;34;37;42;26;0;(2/4);'01041';(1/5);
16-01-1989;  5;23;25;34;37;40; 3;0;(2/4);'10221';(3/3);
15-01-1989;  6;18;22;33;39;40;46;0;(4/2);'11121';(3/3);
11-01-1989;  7;14;19;31;36;47; 4;0;(2/4);'12021';(3/3);
10-01-1989;  7;15;19;23;25;28;17;0;(1/5);'12300';(5/1);
 9-01-1989; 19;30;33;41;42;48;45;0;(3/3);'01023';(1/5);
 8-01-1989;  3; 7;37;45;48;49;24;0;(1/5);'20013';(2/4);
 4-01-1989; 19;27;28;31;36;43; 8;0;(2/4);'01221';(1/5);
 3-01-1989;  6; 8;15;26;41;44;25;0;(4/2);'21102';(3/3);
 2-01-1989; 11;19;27;31;47;49;48;0;(0/6);'02112';(2/4);
 1-01-1989;  1;15;22;26;32;46;38;0;(4/2);'11211';(3/3);



