
26/8/2021  20:9  
**************************************************************
***---- ARCHIVO GENERADO EN WWW.LaWebdelaPrimitiva.com ----***
**************************************************************
HISTORICO DE SORTEOS DE Bonoloto DE 2019

FECHA; N1;N2;N3;N4;N5;N6;C;R;Pares/Impares;Decenas;Bajos/Altos
 5-11-2019;  3; 8;29;33;38;40; 7;7;(3/3);'20121';(2/4);
 4-11-2019; 12;19;21;29;32;37;38;1;(2/4);'02220';(3/3);
 2-11-2019;  4;17;18;38;47;48;31;6;(4/2);'12012';(3/3);
 1-11-2019;  8;20;21;24;27;45; 6;7;(3/3);'10401';(4/2);
31-10-2019;  7;20;25;26;32;38;43;8;(4/2);'10320';(3/3);
30-10-2019;  3; 5; 7;29;32;45;14;8;(1/5);'30111';(3/3);
29-10-2019; 14;20;28;34;43;49;30;6;(4/2);'01212';(2/4);
28-10-2019;  2; 8;21;31;35;40;24;3;(3/3);'20121';(3/3);
26-10-2019;  4;18;25;28;30;44;48;9;(5/1);'11211';(3/3);
25-10-2019;  3; 5;16;23;29;30;24;8;(2/4);'21210';(4/2);
24-10-2019;  2; 3; 8; 9;12;42;49;5;(4/2);'41001';(5/1);
23-10-2019;  1; 4; 6;17;23;41;24;9;(2/4);'31101';(5/1);
22-10-2019;  6;14;29;45;46;49;48;3;(3/3);'11103';(2/4);
21-10-2019;  8;12;13;25;36;40;27;5;(4/2);'12111';(4/2);
19-10-2019;  4;12;25;26;36;42;33;7;(5/1);'11211';(3/3);
18-10-2019;  1; 6;12;14;16;35;31;8;(4/2);'23010';(5/1);
17-10-2019;  3; 8;21;27;31;45;38;5;(1/5);'20211';(3/3);
16-10-2019;  3; 8; 9;25;27;39;44;2;(1/5);'30210';(4/2);
15-10-2019; 13;19;21;36;38;42;45;6;(3/3);'02121';(3/3);
14-10-2019; 10;21;34;38;45;48;11;7;(4/2);'01122';(2/4);
12-10-2019;  4; 5;11;22;28;41;36;6;(3/3);'21201';(4/2);
11-10-2019; 12;16;18;35;39;44;28;0;(4/2);'03021';(3/3);
10-10-2019;  5;11;24;35;46;49;17;5;(2/4);'11112';(3/3);
 9-10-2019; 22;25;31;34;36;46;45;6;(4/2);'00231';(2/4);
 8-10-2019; 18;19;34;36;39;48; 7;7;(4/2);'02031';(2/4);
 7-10-2019; 29;30;34;37;39;41;24;3;(2/4);'00141';(0/6);
 5-10-2019;  5; 9;16;30;36;49;39;2;(3/3);'21021';(3/3);
 4-10-2019; 10;11;13;22;35;44; 4;1;(3/3);'03111';(4/2);
 3-10-2019;  6; 8;15;18;38;40;21;0;(5/1);'22011';(4/2);
 2-10-2019;  3;12;19;20;23;36;39;0;(3/3);'12210';(5/1);
 1-10-2019; 17;18;24;25;26;46;16;5;(4/2);'02301';(4/2);
30-09-2019;  1; 6;14;26;33;47;23;8;(3/3);'21111';(3/3);
28-09-2019; 25;31;43;44;48;49;27;5;(2/4);'00114';(1/5);
27-09-2019;  1; 7; 8;25;30;37;16;7;(2/4);'30120';(4/2);
26-09-2019; 18;20;24;42;47;49;30;8;(4/2);'01203';(3/3);
25-09-2019;  4; 5;25;39;40;41;30;5;(2/4);'20112';(3/3);
24-09-2019;  4;24;28;34;37;45;30;5;(4/2);'10221';(2/4);
23-09-2019; 10;13;15;20;30;40; 4;8;(4/2);'03111';(4/2);
21-09-2019;  2;13;17;22;32;37;20;7;(3/3);'12120';(4/2);
20-09-2019;  1; 6;10;11;22;43;18;8;(3/3);'22101';(5/1);
19-09-2019; 11;22;30;36;42;49;16;4;(4/2);'01122';(2/4);
18-09-2019; 10;18;22;32;34;40;35;5;(6/0);'02121';(3/3);
17-09-2019;  3; 6; 7;10;15;31;24;6;(2/4);'32010';(5/1);
16-09-2019;  9;13;21;25;44;48;11;6;(2/4);'11202';(4/2);
14-09-2019;  5; 9;11;12;19;32;47;4;(2/4);'23010';(5/1);
13-09-2019; 12;15;21;25;27;34;29;4;(2/4);'02310';(4/2);
12-09-2019;  6;14;18;28;31;36;23;3;(5/1);'12120';(3/3);
11-09-2019;  6;14;26;40;41;46;22;6;(5/1);'11103';(2/4);
10-09-2019;  2;13;16;17;44;49;38;8;(3/3);'13002';(4/2);
 9-09-2019; 12;14;27;41;42;47;43;2;(3/3);'02103';(2/4);
 7-09-2019;  6; 9;23;31;36;47;27;2;(2/4);'20121';(3/3);
 6-09-2019;  7;14;16;20;40;49; 4;5;(4/2);'12102';(4/2);
 5-09-2019;  2; 3; 5;10;24;32;27;7;(4/2);'31110';(5/1);
 4-09-2019;  7;22;25;39;45;46; 8;5;(2/4);'10212';(3/3);
 3-09-2019;  1;25;30;35;44;46;40;1;(3/3);'10122';(2/4);
 2-09-2019;  8; 9;18;34;40;44; 6;1;(5/1);'21012';(3/3);
31-08-2019;  5;17;23;32;43;49;31;0;(1/5);'11112';(3/3);
30-08-2019;  1; 2;10;19;34;41;17;9;(3/3);'22011';(4/2);
29-08-2019; 10;13;19;22;26;29;27;3;(3/3);'03300';(4/2);
28-08-2019;  4;10;11;17;42;47; 6;6;(3/3);'13002';(4/2);
27-08-2019;  6;10;16;20;33;47;25;3;(4/2);'12111';(4/2);
26-08-2019;  2;31;34;35;41;44;10;6;(3/3);'10032';(1/5);
24-08-2019; 25;33;39;41;42;47;11;0;(1/5);'00123';(1/5);
23-08-2019;  5;13;27;31;34;41;30;1;(1/5);'11121';(2/4);
22-08-2019;  5;12;19;28;35;41;31;1;(2/4);'12111';(3/3);
21-08-2019; 18;21;27;37;47;48;11;5;(2/4);'01212';(2/4);
20-08-2019;  4;16;20;28;41;48;42;3;(5/1);'11202';(3/3);
19-08-2019;  1;19;20;21;33;46;48;1;(2/4);'11211';(4/2);
17-08-2019; 10;13;18;21;22;27;31;8;(3/3);'03300';(5/1);
16-08-2019; 11;15;30;33;34;40; 2;4;(3/3);'02031';(2/4);
15-08-2019;  3; 8;11;19;37;45;46;9;(1/5);'22011';(4/2);
14-08-2019;  8;26;29;38;43;46;12;3;(4/2);'10212';(1/5);
13-08-2019; 12;20;21;22;25;30;42;1;(4/2);'01410';(5/1);
12-08-2019;  4;17;25;31;32;45;11;4;(2/4);'11121';(3/3);
10-08-2019;  4; 6;16;26;27;28;43;2;(5/1);'21300';(3/3);
 9-08-2019; 14;30;39;40;41;47; 2;5;(3/3);'01023';(1/5);
 8-08-2019;  3; 8;10;36;37;42;45;1;(4/2);'21021';(3/3);
 7-08-2019; 17;24;26;33;45;48;30;1;(3/3);'01212';(2/4);
 6-08-2019;  3; 6;14;15;19;37;32;7;(2/4);'23010';(5/1);
 5-08-2019;  3; 5;18;19;21;27;40;2;(1/5);'22200';(5/1);
 3-08-2019;  4;18;32;34;38;44; 8;6;(6/0);'11031';(2/4);
 2-08-2019; 13;22;39;45;48;49;17;1;(2/4);'01113';(2/4);
 1-08-2019;  6;13;15;17;24;43;18;2;(2/4);'13101';(5/1);
31-07-2019; 12;13;19;27;33;45;14;7;(1/5);'03111';(3/3);
30-07-2019;  9;10;26;30;36;43;38;9;(4/2);'11121';(2/4);
29-07-2019;  8;18;19;31;40;41; 2;1;(3/3);'12012';(3/3);
27-07-2019;  7;11;15;34;37;40; 5;7;(2/4);'12021';(3/3);
26-07-2019;  6;20;22;34;39;45;44;0;(4/2);'10221';(3/3);
25-07-2019;  7; 9;10;28;34;41;18;8;(3/3);'21111';(3/3);
24-07-2019;  4;10;28;44;46;47; 2;6;(5/1);'11103';(2/4);
23-07-2019;  4;24;31;32;41;42;11;3;(4/2);'10122';(2/4);
22-07-2019; 24;25;30;39;41;47;49;1;(2/4);'00222';(2/4);
20-07-2019;  2;18;23;31;33;43;37;6;(2/4);'11121';(3/3);
19-07-2019; 10;21;27;33;38;46;39;9;(3/3);'01221';(2/4);
18-07-2019;  9;14;15;34;46;47;40;4;(3/3);'12012';(3/3);
17-07-2019;  2;26;35;41;42;47;37;5;(3/3);'10113';(1/5);
16-07-2019; 11;15;26;41;43;44;46;8;(2/4);'02103';(2/4);
15-07-2019;  1; 9;14;17;25;34;38;0;(2/4);'22110';(5/1);
13-07-2019;  7;10;15;17;44;45;22;1;(2/4);'13002';(4/2);
12-07-2019;  2;19;23;36;37;49;24;6;(2/4);'11121';(3/3);
11-07-2019; 11;15;21;24;38;47;25;4;(2/4);'02211';(4/2);
10-07-2019;  2; 4; 6;25;36;46;32;0;(5/1);'30111';(4/2);
 9-07-2019;  8;13;20;22;28;49;24;1;(4/2);'11301';(4/2);
 8-07-2019; 15;20;22;34;46;49;30;1;(4/2);'01212';(3/3);
 6-07-2019; 11;17;19;21;23;37;13;7;(0/6);'03210';(5/1);
 5-07-2019; 12;19;21;22;28;29;42;7;(3/3);'02400';(4/2);
 4-07-2019;  7;14;25;32;38;46; 9;4;(4/2);'11121';(3/3);
 3-07-2019;  9;10;13;25;33;35;43;0;(1/5);'12120';(4/2);
 2-07-2019;  4;15;21;29;33;47;27;9;(1/5);'11211';(3/3);
 1-07-2019;  7; 8;10;15;31;38;43;7;(3/3);'22020';(4/2);
29-06-2019;  4; 8;22;27;38;49;25;2;(4/2);'20211';(3/3);
28-06-2019;  1;16;22;35;40;41;14;7;(3/3);'11112';(3/3);
27-06-2019;  6;22;24;32;33;49;47;5;(4/2);'10221';(3/3);
26-06-2019; 13;15;16;18;31;37;41;6;(2/4);'04020';(4/2);
25-06-2019;  1; 5;12;21;23;49;11;1;(1/5);'21201';(5/1);
24-06-2019;  9;19;22;31;39;46; 7;4;(2/4);'11121';(3/3);
22-06-2019; 13;24;25;31;34;49; 8;8;(2/4);'01221';(3/3);
21-06-2019;  3; 7;16;19;27;32;47;1;(2/4);'22110';(4/2);
20-06-2019; 15;24;34;35;36;41;39;2;(3/3);'01131';(2/4);
19-06-2019; 13;17;19;20;36;41;27;1;(2/4);'03111';(4/2);
18-06-2019;  1; 2;18;22;35;38;33;4;(4/2);'21120';(4/2);
17-06-2019; 10;27;35;37;45;49; 1;6;(1/5);'01122';(1/5);
15-06-2019;  8; 9;11;25;28;39;33;7;(2/4);'21210';(4/2);
14-06-2019;  2;11;23;31;41;43; 7;9;(1/5);'11112';(3/3);
13-06-2019;  7;32;45;47;48;49;35;7;(2/4);'10014';(1/5);
12-06-2019;  2;26;31;35;47;48;18;6;(3/3);'10122';(1/5);
11-06-2019;  3;25;33;36;37;47;40;1;(1/5);'10131';(2/4);
10-06-2019;  1;24;29;38;41;45;44;8;(2/4);'10212';(2/4);
 8-06-2019; 14;17;23;27;38;42;44;4;(3/3);'02211';(3/3);
 7-06-2019;  5; 7;25;27;34;43; 6;1;(1/5);'20211';(3/3);
 6-06-2019;  2; 4;14;32;34;47;42;8;(5/1);'21021';(3/3);
 5-06-2019;  4;18;25;36;37;39;21;3;(3/3);'11130';(3/3);
 4-06-2019;  1;23;24;32;33;34;48;3;(3/3);'10230';(3/3);
 3-06-2019; 18;24;27;40;43;49;30;8;(3/3);'01203';(2/4);
 1-06-2019;  4; 9;25;30;42;46;27;6;(4/2);'20112';(3/3);
31-05-2019;  3; 5; 7;27;32;46;49;0;(2/4);'30111';(3/3);
30-05-2019;  2; 9;13;22;23;32; 4;3;(3/3);'21210';(5/1);
29-05-2019;  5; 6;16;31;32;43;38;9;(3/3);'21021';(3/3);
28-05-2019; 13;26;27;33;40;44;34;9;(3/3);'01212';(1/5);
27-05-2019;  1; 5;14;17;30;44;11;4;(3/3);'22011';(4/2);
25-05-2019;  1;12;17;28;38;47;45;2;(3/3);'12111';(3/3);
24-05-2019;  1; 9;11;17;22;47;43;4;(1/5);'22101';(5/1);
23-05-2019; 16;20;24;32;43;48; 7;3;(5/1);'01212';(3/3);
22-05-2019;  5; 9;31;32;36;42;40;4;(3/3);'20031';(2/4);
21-05-2019;  9;14;22;25;29;45;28;4;(2/4);'11301';(4/2);
20-05-2019; 13;28;29;30;44;46; 6;3;(4/2);'01212';(1/5);
18-05-2019;  6;22;36;37;42;49;33;7;(4/2);'10122';(2/4);
17-05-2019; 16;30;36;38;39;44; 1;6;(5/1);'01041';(1/5);
16-05-2019; 16;24;30;37;42;45;23;4;(4/2);'01122';(2/4);
15-05-2019;  7;16;26;29;32;47;24;2;(3/3);'11211';(2/4);
14-05-2019;  2;22;23;26;33;48;30;4;(4/2);'10311';(3/3);
13-05-2019; 10;19;35;36;46;48;16;4;(4/2);'02022';(2/4);
11-05-2019;  2;13;18;32;37;42;22;9;(4/2);'12021';(3/3);
10-05-2019; 26;27;28;35;37;39;46;6;(2/4);'00330';(0/6);
 9-05-2019;  1;11;21;30;32;39;38;6;(2/4);'11130';(3/3);
 8-05-2019; 13;31;39;40;42;44; 4;1;(3/3);'01023';(1/5);
 7-05-2019;  7;10;11;27;45;47;16;7;(1/5);'12102';(3/3);
 6-05-2019;  4;13;18;35;39;42;26;4;(3/3);'12021';(3/3);
 4-05-2019;  9;15;17;24;41;46; 4;8;(2/4);'12102';(4/2);
 3-05-2019;  3;23;27;30;40;48;14;8;(3/3);'10212';(2/4);
 2-05-2019;  2; 8;12;22;25;27;48;8;(4/2);'21300';(5/1);
 1-05-2019;  5; 8;29;35;36;47;10;3;(2/4);'20121';(2/4);
30-04-2019;  4; 8;17;25;33;37;42;3;(2/4);'21120';(4/2);
29-04-2019;  2; 5; 6; 9;21;46;34;5;(3/3);'40101';(5/1);
27-04-2019;  3;12;15;32;43;48;37;5;(3/3);'12012';(3/3);
26-04-2019;  1; 3;22;28;33;42; 8;7;(3/3);'20211';(3/3);
25-04-2019;  7;14;16;20;26;47;21;4;(4/2);'12201';(4/2);
24-04-2019;  9;15;17;25;28;41;36;0;(1/5);'12201';(4/2);
23-04-2019;  5; 9;12;14;34;41; 4;2;(3/3);'22011';(4/2);
22-04-2019;  2; 5;10;13;16;29;30;9;(3/3);'23100';(5/1);
20-04-2019;  3; 5;17;18;27;44; 6;4;(2/4);'22101';(4/2);
19-04-2019;  6; 9;24;37;43;47; 3;5;(2/4);'20112';(3/3);
18-04-2019; 13;14;31;33;48;49;20;3;(2/4);'02022';(2/4);
17-04-2019;  2;10;14;15;43;47;26;2;(3/3);'13002';(4/2);
16-04-2019; 10;32;36;38;45;46;21;4;(5/1);'01032';(1/5);
15-04-2019;  4; 9;13;15;22;24;45;7;(3/3);'22200';(6/0);
13-04-2019;  2; 9;16;20;24;44;38;3;(5/1);'21201';(5/1);
12-04-2019;  9;21;22;42;44;47;27;0;(3/3);'10203';(3/3);
11-04-2019;  7;10;20;28;35;48;46;2;(4/2);'11211';(3/3);
10-04-2019;  1; 9;14;21;35;48;42;3;(2/4);'21111';(4/2);
 9-04-2019; 24;30;33;34;37;40;26;9;(4/2);'00141';(1/5);
 8-04-2019;  3;21;23;31;33;39;18;9;(0/6);'10230';(3/3);
 6-04-2019;  4;20;21;26;30;35;45;9;(4/2);'10320';(3/3);
 5-04-2019;  7;10;18;20;33;35;39;9;(3/3);'12120';(4/2);
 4-04-2019;  8;10;20;24;28;42;31;0;(6/0);'11301';(4/2);
 3-04-2019;  1;22;24;26;27;48;40;4;(4/2);'10401';(3/3);
 2-04-2019;  1;24;33;39;40;49;35;6;(2/4);'10122';(2/4);
 1-04-2019;  2;11;14;19;27;47;13;9;(2/4);'13101';(4/2);
30-03-2019;  6;13;17;33;47;48;24;0;(2/4);'12012';(3/3);
29-03-2019;  4;15;19;31;48;49; 7;6;(2/4);'12012';(3/3);
28-03-2019;  5; 6;14;18;46;47;21;1;(4/2);'22002';(4/2);
27-03-2019;  2;13;18;21;36;40;15;6;(4/2);'12111';(4/2);
26-03-2019; 11;14;16;26;36;45; 5;0;(4/2);'03111';(3/3);
25-03-2019;  7;13;16;20;28;31;10;3;(3/3);'12210';(4/2);
23-03-2019;  1; 4; 5;27;30;43;19;9;(2/4);'30111';(3/3);
22-03-2019;  5;23;35;37;40;44;32;6;(2/4);'10122';(2/4);
21-03-2019;  3;10;25;35;36;47; 9;5;(2/4);'11121';(3/3);
20-03-2019;  4;19;23;37;44;48;36;3;(3/3);'11112';(3/3);
19-03-2019;  5;12;17;34;44;48; 6;5;(4/2);'12012';(3/3);
18-03-2019;  9;18;19;20;22;40;32;3;(4/2);'12201';(5/1);
16-03-2019;  4; 5; 9;14;32;49;30;7;(3/3);'31011';(4/2);
15-03-2019;  9;19;29;34;35;37; 8;0;(1/5);'11130';(2/4);
14-03-2019; 16;21;27;28;29;47; 6;3;(2/4);'01401';(2/4);
13-03-2019;  2;15;16;27;46;49;21;5;(3/3);'12102';(3/3);
12-03-2019;  3; 8;24;28;44;45;20;9;(4/2);'20202';(3/3);
11-03-2019; 11;12;16;25;28;42; 2;3;(4/2);'03201';(4/2);
 9-03-2019;  3; 4;15;35;40;41;23;1;(2/4);'21012';(3/3);
 8-03-2019;  5; 9;28;32;35;38;23;9;(3/3);'20130';(2/4);
 7-03-2019;  5; 8;12;36;37;39;29;0;(3/3);'21030';(3/3);
 6-03-2019;  8;10;11;15;46;48;29;0;(4/2);'13002';(4/2);
 5-03-2019; 17;18;25;33;42;46;32;9;(3/3);'02112';(3/3);
 4-03-2019;  3; 4; 6;27;35;48;36;5;(3/3);'30111';(3/3);
 2-03-2019; 12;16;17;29;35;41;47;4;(2/4);'03111';(3/3);
 1-03-2019;  3; 6;15;40;41;44;36;8;(3/3);'21003';(3/3);
28-02-2019;  4;21;26;27;35;47;14;2;(2/4);'10311';(2/4);
27-02-2019;  9;19;23;33;44;45;36;5;(1/5);'11112';(3/3);
26-02-2019;  2; 6;20;24;32;41;47;2;(5/1);'20211';(4/2);
25-02-2019;  4; 6;15;26;42;49;41;7;(4/2);'21102';(3/3);
23-02-2019;  3;14;37;38;45;47; 4;5;(2/4);'11022';(2/4);
22-02-2019;  2;14;17;18;32;44;30;3;(5/1);'13011';(4/2);
21-02-2019;  4; 9;17;33;37;40;27;4;(2/4);'21021';(3/3);
20-02-2019;  8;24;32;36;44;48;17;5;(6/0);'10122';(2/4);
19-02-2019;  3; 9;23;25;33;35;45;7;(0/6);'20220';(4/2);
18-02-2019; 14;17;26;30;36;45; 2;4;(4/2);'02121';(2/4);
16-02-2019;  6;13;38;40;42;47;10;0;(4/2);'11013';(2/4);
15-02-2019;  4;12;16;28;40;41;17;1;(5/1);'12102';(3/3);
14-02-2019;  9;12;16;23;36;47;46;2;(3/3);'12111';(4/2);
13-02-2019; 28;38;39;40;48;49;13;1;(4/2);'00123';(0/6);
12-02-2019;  9;13;28;30;31;49;47;3;(2/4);'11121';(2/4);
11-02-2019;  2; 9;14;31;40;46;37;1;(4/2);'21012';(3/3);
 9-02-2019;  2;14;17;22;41;49;47;3;(3/3);'12102';(4/2);
 8-02-2019;  2; 8;13;32;44;48;25;2;(5/1);'21012';(3/3);
 7-02-2019;  1;11;15;17;38;39; 2;4;(1/5);'13020';(4/2);
 6-02-2019;  9;30;37;41;43;44;20;4;(2/4);'10023';(1/5);
 5-02-2019;  1;19;26;38;40;44;10;7;(4/2);'11112';(2/4);
 4-02-2019; 10;12;19;34;36;41; 5;2;(4/2);'03021';(3/3);
 2-02-2019; 10;12;18;20;24;45;40;1;(5/1);'03201';(5/1);
 1-02-2019;  5; 9;18;34;37;48;14;0;(3/3);'21021';(3/3);
31-01-2019; 17;19;24;36;41;46;47;3;(3/3);'02112';(3/3);
30-01-2019;  2; 3; 4; 7;20;48;41;9;(4/2);'40101';(5/1);
29-01-2019;  5;18;22;39;41;45;31;1;(2/4);'11112';(3/3);
28-01-2019;  1; 2; 7;17;19;46;47;7;(2/4);'32001';(5/1);
26-01-2019; 22;24;30;33;37;40;39;8;(4/2);'00231';(2/4);
25-01-2019;  2; 5;32;33;46;47;37;1;(3/3);'20022';(2/4);
24-01-2019; 17;29;35;42;44;49;40;7;(2/4);'01113';(1/5);
23-01-2019; 22;25;27;30;48;49;24;8;(3/3);'00312';(2/4);
22-01-2019; 18;23;35;44;45;47;27;8;(2/4);'01113';(2/4);
21-01-2019;  1; 8;10;15;41;49;39;6;(2/4);'22002';(4/2);
19-01-2019; 10;20;24;27;29;41;45;1;(3/3);'01401';(3/3);
18-01-2019; 11;13;20;30;42;46;21;9;(4/2);'02112';(3/3);
17-01-2019;  1;14;20;34;35;49;45;8;(3/3);'11121';(3/3);
16-01-2019; 12;33;40;45;46;47;41;2;(3/3);'01014';(1/5);
15-01-2019; 13;27;33;41;43;48;49;0;(1/5);'01113';(1/5);
14-01-2019;  9;12;17;18;44;48;24;7;(4/2);'13002';(4/2);
12-01-2019;  4;16;26;35;39;45;40;7;(3/3);'11121';(2/4);
11-01-2019;  2;19;28;29;44;46;11;0;(4/2);'11202';(2/4);
10-01-2019;  6;11;18;27;44;45;29;1;(3/3);'12102';(3/3);
 9-01-2019; 13;14;19;34;46;49;42;6;(3/3);'03012';(3/3);
 8-01-2019;  5;19;30;31;39;41;25;8;(1/5);'11031';(2/4);
 7-01-2019;  6; 8;38;41;42;43;48;7;(4/2);'20013';(2/4);
 5-01-2019;  7;10;16;20;28;42;47;7;(5/1);'12201';(4/2);
 4-01-2019;  6; 8;23;28;43;48;12;6;(4/2);'20202';(3/3);
 3-01-2019;  5;12;34;35;39;47;48;7;(2/4);'11031';(2/4);
 2-01-2019;  5; 7;10;34;46;49; 6;3;(3/3);'21012';(3/3);
 1-01-2019;  9;16;27;32;43;44;14;5;(3/3);'11112';(2/4);



