
26/8/2021  20:8  
**************************************************************
***---- ARCHIVO GENERADO EN WWW.LaWebdelaPrimitiva.com ----***
**************************************************************
HISTORICO DE SORTEOS DE Bonoloto DE 1995

FECHA; N1;N2;N3;N4;N5;N6;C;R;Pares/Impares;Decenas;Bajos/Altos
23-10-1995;  5; 6; 8;22;31;44;43;3;(4/2);'30111';(4/2);
20-10-1995; 26;28;30;37;41;45;33;9;(3/3);'00222';(0/6);
18-10-1995;  4;13;29;32;43;48; 6;0;(3/3);'11112';(2/4);
17-10-1995; 12;13;26;28;30;33;44;9;(4/2);'02220';(2/4);
16-10-1995; 17;26;27;33;42;43;46;2;(2/4);'01212';(1/5);
13-10-1995;  8;17;21;23;35;36;43;1;(2/4);'11220';(4/2);
11-10-1995; 10;14;16;31;32;39;13;2;(4/2);'03030';(3/3);
10-10-1995; 12;20;21;27;34;49; 3;4;(3/3);'01311';(3/3);
 9-10-1995;  5; 6;10;19;28;33;32;5;(3/3);'22110';(4/2);
 6-10-1995; 19;24;37;40;45;49;48;3;(2/4);'01113';(2/4);
 4-10-1995;  9;17;26;32;34;43;49;3;(3/3);'11121';(2/4);
 3-10-1995; 14;26;30;32;36;37;44;5;(5/1);'01140';(1/5);
 2-10-1995;  5;12;17;18;28;37;22;9;(3/3);'13110';(4/2);
29-09-1995;  2;12;24;26;39;47;20;4;(4/2);'11211';(3/3);
27-09-1995;  4; 5;16;18;22;23;25;9;(4/2);'22200';(6/0);
26-09-1995;  5;16;29;30;45;47; 7;6;(2/4);'11112';(2/4);
25-09-1995;  6; 9;19;29;42;49;40;7;(2/4);'21102';(3/3);
22-09-1995;  4;18;27;33;35;46; 6;9;(3/3);'11121';(2/4);
20-09-1995; 11;22;36;40;42;45; 1;5;(4/2);'01113';(2/4);
19-09-1995; 14;16;28;31;42;48; 1;1;(5/1);'02112';(2/4);
18-09-1995;  4;22;23;39;43;44;15;6;(3/3);'10212';(3/3);
15-09-1995;  9;10;13;18;36;39; 7;9;(3/3);'13020';(4/2);
13-09-1995; 17;18;21;32;39;44;34;1;(3/3);'02121';(3/3);
12-09-1995;  3; 4; 8;35;44;47;10;9;(3/3);'30012';(3/3);
11-09-1995; 16;26;28;30;41;46; 1;0;(5/1);'01212';(1/5);
 8-09-1995;  6;17;36;38;41;47;19;4;(3/3);'11022';(2/4);
 6-09-1995;  5;18;28;29;32;47;21;3;(3/3);'11211';(2/4);
 5-09-1995;  6; 9;13;19;28;30;40;3;(3/3);'22110';(4/2);
 4-09-1995;  2; 8;23;44;45;47;33;1;(3/3);'20103';(3/3);
 1-09-1995;  2; 5;10;32;35;42;49;8;(4/2);'21021';(3/3);
30-08-1995; 10;12;27;29;39;45;46;9;(2/4);'02211';(2/4);
29-08-1995;  2;13;16;19;23;38;41;4;(3/3);'13110';(5/1);
28-08-1995;  7; 8; 9;12;18;43;30;4;(3/3);'32001';(5/1);
25-08-1995;  5;10;15;39;45;46; 7;9;(2/4);'12012';(3/3);
23-08-1995;  5;20;34;40;41;47;28;0;(3/3);'10113';(2/4);
22-08-1995;  2;10;15;25;29;42;32;1;(3/3);'12201';(4/2);
21-08-1995; 15;16;23;26;35;49;44;5;(2/4);'02211';(3/3);
18-08-1995;  3;25;31;37;43;45;49;8;(0/6);'10122';(2/4);
16-08-1995;  3; 6;10;28;40;45;46;0;(4/2);'21102';(3/3);
15-08-1995; 14;18;20;30;41;42;16;4;(5/1);'02112';(3/3);
14-08-1995; 13;18;19;26;38;40;14;3;(4/2);'03111';(3/3);
11-08-1995; 12;24;35;41;43;49; 5;7;(2/4);'01113';(2/4);
 9-08-1995;  2; 8;38;39;40;47;29;9;(4/2);'20022';(2/4);
 8-08-1995;  3;15;20;21;25;44; 6;0;(2/4);'11301';(5/1);
 7-08-1995;  3; 6;15;26;33;41;23;3;(2/4);'21111';(3/3);
 4-08-1995;  4; 6;12;28;41;47;45;7;(4/2);'21102';(3/3);
 2-08-1995;  4; 7;17;20;31;36;38;4;(3/3);'21120';(4/2);
 1-08-1995;  3; 7;13;27;34;39;17;2;(1/5);'21120';(3/3);
31-07-1995; 11;19;21;36;37;46;40;4;(2/4);'02121';(3/3);
28-07-1995;  2;12;16;20;31;36;37;5;(5/1);'12120';(4/2);
26-07-1995;  5; 8;13;18;43;47;21;6;(2/4);'22002';(4/2);
25-07-1995; 12;19;23;33;43;49;38;6;(1/5);'02112';(3/3);
24-07-1995;  2; 5;27;29;33;45;47;8;(1/5);'20211';(2/4);
21-07-1995; 14;23;27;28;33;39; 4;5;(2/4);'01320';(2/4);
19-07-1995;  3; 6;27;31;43;44;13;2;(2/4);'20112';(2/4);
18-07-1995;  3; 4; 8;18;22;39;19;8;(4/2);'31110';(5/1);
17-07-1995;  1;19;30;32;33;36;27;3;(3/3);'11040';(2/4);
14-07-1995;  1; 8;19;32;34;45;27;3;(3/3);'21021';(3/3);
12-07-1995; 10;12;23;25;37;40;49;8;(3/3);'02211';(4/2);
11-07-1995;  7;12;15;22;25;42;46;3;(3/3);'12201';(5/1);
10-07-1995;  1;24;26;33;42;46;18;2;(4/2);'10212';(2/4);
 7-07-1995; 18;20;25;34;36;44;37;7;(5/1);'01221';(3/3);
 5-07-1995;  2; 8;20;23;28;39;27;8;(4/2);'20310';(4/2);
 4-07-1995; 10;13;14;19;29;34;45;0;(3/3);'04110';(4/2);
 3-07-1995;  5; 9;21;31;36;44;20;5;(2/4);'20121';(3/3);
30-06-1995;  9;11;15;17;21;34;30;1;(1/5);'13110';(5/1);
28-06-1995;  3; 9;11;18;23;29;40;5;(1/5);'22200';(5/1);
27-06-1995; 10;11;32;33;38;40;45;0;(4/2);'02031';(2/4);
26-06-1995;  3; 9;14;21;27;36; 6;4;(2/4);'21210';(4/2);
23-06-1995; 11;13;23;24;32;41;22;2;(2/4);'02211';(4/2);
21-06-1995; 19;29;33;43;44;48;31;0;(2/4);'01113';(1/5);
20-06-1995;  3; 9;15;17;25;33; 8;3;(0/6);'22110';(5/1);
19-06-1995;  3;23;24;26;34;47;35;8;(3/3);'10311';(3/3);
16-06-1995; 13;14;23;33;38;44;22;5;(3/3);'02121';(3/3);
14-06-1995;  6; 8;15;17;19;26; 4;6;(3/3);'23100';(5/1);
13-06-1995;  9;17;22;31;39;47;44;0;(1/5);'11121';(3/3);
12-06-1995; 18;22;26;29;32;49;25;1;(4/2);'01311';(2/4);
 9-06-1995;  7;15;18;22;24;44;47;3;(4/2);'12201';(5/1);
 7-06-1995; 15;18;29;31;38;41;34;8;(2/4);'02121';(2/4);
 6-06-1995; 11;20;26;34;37;39;42;0;(3/3);'01230';(2/4);
 5-06-1995;  5;11;12;25;30;49; 3;7;(2/4);'12111';(4/2);
 2-06-1995;  7; 8;15;26;43;46; 1;8;(3/3);'21102';(3/3);
31-05-1995;  1;11;16;21;34;36;14;8;(3/3);'12120';(4/2);
30-05-1995; 10;17;26;29;40;44;48;4;(4/2);'02202';(2/4);
29-05-1995; 17;20;33;38;42;49;16;2;(3/3);'01122';(2/4);
26-05-1995; 12;19;25;28;34;39; 4;5;(3/3);'02220';(3/3);
24-05-1995;  9;15;30;39;42;43;49;6;(2/4);'11022';(2/4);
23-05-1995;  9;17;24;27;37;48; 8;2;(2/4);'11211';(3/3);
22-05-1995;  5; 9;19;31;32;47;45;3;(1/5);'21021';(3/3);
19-05-1995;  1;10;19;33;39;42; 9;6;(2/4);'12021';(3/3);
17-05-1995; 11;13;33;40;44;49;30;2;(2/4);'02013';(2/4);
16-05-1995;  2;10;12;22;31;33;49;5;(4/2);'12120';(4/2);
15-05-1995;  3; 9;10;18;29;32;34;2;(3/3);'22110';(4/2);
12-05-1995;  4; 7;33;35;47;48;41;9;(2/4);'20022';(2/4);
10-05-1995; 11;13;20;21;43;46; 8;3;(2/4);'02202';(4/2);
 9-05-1995;  1;17;18;37;42;48; 5;4;(3/3);'12012';(3/3);
 8-05-1995;  6;13;25;33;34;48;27;6;(3/3);'11121';(3/3);
 5-05-1995;  1; 4;14;16;18;27;42;4;(4/2);'23100';(5/1);
 3-05-1995;  2; 6;18;23;29;45;10;4;(3/3);'21201';(4/2);
 2-05-1995;  1; 3;20;24;34;43;17;4;(3/3);'20211';(4/2);
 1-05-1995;  2;24;25;26;36;49;42;6;(4/2);'10311';(3/3);
28-04-1995;  3; 5; 7;27;37;38;44;1;(1/5);'30120';(3/3);
26-04-1995; 11;29;32;44;45;48;23;8;(3/3);'01113';(1/5);
25-04-1995; 10;12;13;35;46;48;33;0;(4/2);'03012';(3/3);
24-04-1995;  1; 2;21;30;39;47; 3;7;(2/4);'20121';(3/3);
21-04-1995;  3;16;23;38;43;47; 2;2;(2/4);'11112';(3/3);
19-04-1995; 13;28;30;33;43;44;19;7;(3/3);'01122';(1/5);
18-04-1995; 15;23;26;28;36;42;21;7;(4/2);'01311';(2/4);
17-04-1995;  6;17;23;24;41;42;47;2;(3/3);'11202';(4/2);
14-04-1995;  5;29;30;31;38;42;47;8;(3/3);'10131';(1/5);
12-04-1995;  3;19;22;27;34;42;12;9;(3/3);'11211';(3/3);
11-04-1995; 19;21;23;27;29;40; 5;8;(1/5);'01401';(3/3);
10-04-1995; 14;15;33;35;44;45;46;4;(2/4);'02022';(2/4);
 7-04-1995; 14;27;32;34;36;42; 9;8;(5/1);'01131';(1/5);
 5-04-1995;  6;17;35;40;45;49;32;3;(2/4);'11013';(2/4);
 4-04-1995;  6; 7;17;28;32;34;45;2;(4/2);'21120';(3/3);
 3-04-1995; 14;20;24;40;41;42; 9;6;(5/1);'01203';(3/3);
31-03-1995;  3; 8; 9;28;31;48;45;5;(3/3);'30111';(3/3);
29-03-1995;  4;10;26;31;38;42;39;0;(5/1);'11121';(2/4);
28-03-1995;  8;19;22;31;32;47;34;3;(3/3);'11121';(3/3);
27-03-1995;  5;15;16;21;26;36;14;6;(3/3);'12210';(4/2);
24-03-1995; 14;16;19;29;38;45;49;5;(3/3);'03111';(3/3);
22-03-1995;  7; 9;13;15;24;31;23;7;(1/5);'22110';(5/1);
21-03-1995;  3; 7; 9;14;18;46;48;3;(3/3);'32001';(5/1);
20-03-1995; 12;13;22;40;42;47;44;5;(4/2);'02103';(3/3);
17-03-1995;  5;21;23;24;37;39; 7;6;(1/5);'10320';(4/2);
15-03-1995;  8;18;25;33;36;39;17;8;(3/3);'11130';(3/3);
14-03-1995;  2;22;28;30;31;33;18;3;(4/2);'10230';(2/4);
13-03-1995;  4;12;23;29;41;43;14;4;(2/4);'11202';(3/3);
10-03-1995;  7; 8;20;36;40;47;38;1;(4/2);'20112';(3/3);
 8-03-1995; 15;20;32;40;43;47;17;7;(3/3);'01113';(2/4);
 7-03-1995; 18;19;26;31;36;44;24;0;(4/2);'02121';(2/4);
 6-03-1995;  1;12;14;17;22;26;45;5;(4/2);'13200';(5/1);
 3-03-1995;  3; 9;14;32;40;49;17;3;(3/3);'21012';(3/3);
 1-03-1995;  3;17;21;23;41;49;40;8;(0/6);'11202';(4/2);
28-02-1995;  5;22;34;44;45;46;43;6;(4/2);'10113';(2/4);
27-02-1995;  2; 4; 6;12;16;45; 3;8;(5/1);'32001';(5/1);
24-02-1995;  7; 8;10;22;29;46;47;9;(4/2);'21201';(4/2);
22-02-1995;  5; 9;11;12;23;32;10;0;(2/4);'22110';(5/1);
21-02-1995;  3;11;22;25;29;46;38;4;(2/4);'11301';(4/2);
20-02-1995;  2; 3;13;14;15;48;40;0;(3/3);'23001';(5/1);
17-02-1995;  9;18;24;25;33;43;46;1;(2/4);'11211';(4/2);
15-02-1995;  4; 8;26;31;39;41; 3;7;(3/3);'20121';(2/4);
14-02-1995;  4;11;12;17;28;38; 1;6;(4/2);'13110';(4/2);
13-02-1995;  8;10;15;27;40;48;14;0;(4/2);'12102';(3/3);
10-02-1995; 10;12;16;23;29;46;28;0;(4/2);'03201';(4/2);
 8-02-1995;  6;12;13;19;23;45;47;6;(2/4);'13101';(5/1);
 7-02-1995;  4; 5; 8;28;31;44;30;8;(4/2);'30111';(3/3);
 6-02-1995;  4; 6; 7;35;39;43;19;9;(2/4);'30021';(3/3);
 3-02-1995; 11;19;24;31;33;41;43;4;(1/5);'02121';(3/3);
 1-02-1995;  6;17;30;32;43;45;24;1;(3/3);'11022';(2/4);
31-01-1995;  3;12;18;21;35;46;15;6;(3/3);'12111';(4/2);
30-01-1995;  3; 6;26;37;40;44;13;9;(4/2);'20112';(2/4);
27-01-1995;  8;13;33;35;44;45; 7;8;(2/4);'11022';(2/4);
25-01-1995;  9;29;30;35;39;48;19;4;(2/4);'10131';(1/5);
24-01-1995;  3; 6; 9;17;43;48;46;5;(2/4);'31002';(4/2);
23-01-1995;  8;12;15;29;48;49;41;4;(3/3);'12102';(3/3);
20-01-1995; 14;16;22;25;35;45;15;5;(3/3);'02211';(4/2);
18-01-1995;  1;17;20;38;39;49; 6;4;(2/4);'11121';(3/3);
17-01-1995;  2; 8; 9;16;17;46; 7;4;(4/2);'32001';(5/1);
16-01-1995; 17;34;37;38;47;48;39;4;(3/3);'01032';(1/5);
13-01-1995;  3;14;20;22;31;48; 9;0;(4/2);'11211';(4/2);
11-01-1995;  3; 8;16;29;30;47;37;9;(3/3);'21111';(3/3);
10-01-1995;  2;19;30;47;48;49;13;3;(3/3);'11013';(2/4);
 9-01-1995;  2;15;17;18;30;37;16;2;(3/3);'13020';(4/2);
 6-01-1995; 15;17;23;25;31;34;30;0;(1/5);'02220';(4/2);
 4-01-1995; 14;31;32;39;45;46; 1;4;(3/3);'01032';(1/5);
 3-01-1995;  4;25;33;35;39;40;26;7;(2/4);'10131';(2/4);
 2-01-1995;  9;21;37;40;41;45;12;6;(1/5);'10113';(2/4);



