
26/8/2021  20:9  
**************************************************************
***---- ARCHIVO GENERADO EN WWW.LaWebdelaPrimitiva.com ----***
**************************************************************
HISTORICO DE SORTEOS DE Bonoloto DE 2018

FECHA; N1;N2;N3;N4;N5;N6;C;R;Pares/Impares;Decenas;Bajos/Altos
 6-11-2018;  6; 9;16;31;35;46;20;7;(3/3);'21021';(3/3);
 5-11-2018;  5;17;22;26;37;44;24;5;(3/3);'11211';(3/3);
 3-11-2018; 18;33;39;41;45;49;40;7;(1/5);'01023';(1/5);
 2-11-2018;  8;15;22;31;36;40;27;4;(4/2);'11121';(3/3);
 1-11-2018;  4;16;24;35;42;44;30;2;(5/1);'11112';(3/3);
31-10-2018;  4; 8;14;15;31;38; 6;0;(4/2);'22020';(4/2);
30-10-2018;  4;11;29;41;46;47;48;1;(2/4);'11103';(2/4);
29-10-2018;  2; 5; 9;18;33;40; 8;3;(3/3);'31011';(4/2);
27-10-2018; 12;13;17;32;35;47; 7;3;(2/4);'03021';(3/3);
26-10-2018; 10;19;23;30;37;38; 9;7;(3/3);'02130';(3/3);
25-10-2018;  2; 8;15;25;27;49;36;3;(2/4);'21201';(4/2);
24-10-2018;  9;22;23;27;30;44; 3;6;(3/3);'10311';(3/3);
23-10-2018;  3;17;20;21;36;44;26;0;(3/3);'11211';(4/2);
22-10-2018;  4;10;19;22;31;48;27;9;(4/2);'12111';(4/2);
20-10-2018;  8; 9;23;27;34;46;11;3;(3/3);'20211';(3/3);
19-10-2018;  7;14;19;36;38;44;15;2;(4/2);'12021';(3/3);
18-10-2018; 21;28;30;33;46;47;35;3;(3/3);'00222';(1/5);
17-10-2018;  9;17;18;19;27;39;15;4;(1/5);'13110';(4/2);
16-10-2018;  4; 5;26;28;34;43; 6;3;(4/2);'20211';(2/4);
15-10-2018;  1; 2;20;26;28;48;39;5;(5/1);'20301';(3/3);
13-10-2018;  3;23;24;43;45;46;22;6;(2/4);'10203';(3/3);
12-10-2018;  1;14;32;38;41;46; 4;9;(4/2);'11022';(2/4);
11-10-2018;  2; 4;15;29;30;49;34;2;(3/3);'21111';(3/3);
10-10-2018;  2;11;21;31;36;48;33;4;(3/3);'11121';(3/3);
 9-10-2018;  9;18;30;34;45;49;38;0;(3/3);'11022';(2/4);
 8-10-2018;  8;16;22;29;32;35;12;7;(4/2);'11220';(3/3);
 6-10-2018;  2; 8;12;22;39;48;44;4;(5/1);'21111';(4/2);
 5-10-2018;  2; 5;19;21;22;35; 1;3;(2/4);'21210';(5/1);
 4-10-2018;  1;15;16;18;31;39;20;6;(2/4);'13020';(4/2);
 3-10-2018; 11;15;16;32;40;41;29;9;(3/3);'03012';(3/3);
 2-10-2018;  5;15;18;28;34;46;33;9;(4/2);'12111';(3/3);
 1-10-2018;  1; 7; 9;22;27;44;16;2;(2/4);'30201';(4/2);
29-09-2018;  2;19;30;32;35;49; 4;3;(3/3);'11031';(2/4);
28-09-2018;  1; 5; 9;19;44;48;42;0;(2/4);'31002';(4/2);
27-09-2018;  4;11;20;30;41;44;46;9;(4/2);'11112';(3/3);
26-09-2018; 24;25;30;35;36;44;41;3;(4/2);'00231';(2/4);
25-09-2018; 14;21;22;27;38;47; 1;2;(3/3);'01311';(3/3);
24-09-2018;  2; 4;11;17;40;45; 3;8;(3/3);'22002';(4/2);
22-09-2018; 10;21;30;33;38;40;44;4;(4/2);'01131';(2/4);
21-09-2018; 10;12;15;35;47;49;18;3;(2/4);'03012';(3/3);
20-09-2018;  3; 8;29;31;46;49;39;9;(2/4);'20112';(2/4);
19-09-2018; 26;27;29;30;31;39;44;9;(2/4);'00330';(0/6);
18-09-2018;  9;11;21;27;28;29; 3;7;(1/5);'11400';(3/3);
17-09-2018;  3;22;25;35;41;48;46;3;(2/4);'10212';(3/3);
15-09-2018;  2; 5;17;20;22;43;19;3;(3/3);'21201';(5/1);
14-09-2018;  8;10;11;33;44;47;14;8;(3/3);'12012';(3/3);
13-09-2018; 11;12;17;25;35;47; 2;3;(1/5);'03111';(4/2);
12-09-2018;  3; 9;11;20;44;46; 5;0;(3/3);'21102';(4/2);
11-09-2018;  8;27;30;36;39;45;42;9;(3/3);'10131';(1/5);
10-09-2018;  6; 8;25;30;41;45;22;7;(3/3);'20112';(3/3);
 8-09-2018;  4;24;40;43;47;49; 2;9;(3/3);'10104';(2/4);
 7-09-2018; 11;14;25;30;41;49;35;5;(2/4);'02112';(3/3);
 6-09-2018;  7;10;17;30;36;46;39;4;(4/2);'12021';(3/3);
 5-09-2018; 10;13;16;37;46;47; 9;1;(3/3);'03012';(3/3);
 4-09-2018; 13;20;21;29;34;35;33;4;(2/4);'01320';(3/3);
 3-09-2018;  5;13;32;33;36;46;18;7;(3/3);'11031';(2/4);
 1-09-2018;  7;13;28;30;37;39;19;2;(2/4);'11130';(2/4);
31-08-2018;  2;11;19;25;41;44;40;7;(2/4);'12102';(4/2);
30-08-2018;  3; 4; 5;25;34;36;30;8;(3/3);'30120';(4/2);
29-08-2018;  3; 6;15;21;44;45;40;4;(2/4);'21102';(4/2);
28-08-2018; 16;18;24;27;30;33;34;3;(4/2);'02220';(3/3);
27-08-2018;  4; 7;23;36;38;47; 9;8;(3/3);'20121';(3/3);
25-08-2018; 18;19;20;38;44;47;17;9;(4/2);'02112';(3/3);
24-08-2018;  4;12;13;15;37;45;22;2;(2/4);'13011';(4/2);
23-08-2018; 10;16;32;39;42;46;45;2;(5/1);'02022';(2/4);
22-08-2018;  2; 9;10;33;38;40;18;4;(4/2);'21021';(3/3);
21-08-2018;  4; 6; 7;25;28;45;36;9;(3/3);'30201';(4/2);
20-08-2018; 11;14;19;29;30;31;48;8;(2/4);'03120';(3/3);
18-08-2018;  1; 4;30;33;34;49;32;9;(3/3);'20031';(2/4);
17-08-2018;  8; 9;14;21;28;46;49;0;(4/2);'21201';(4/2);
16-08-2018;  3;23;27;28;29;32;24;7;(2/4);'10410';(2/4);
15-08-2018;  4; 5;24;34;43;45;37;8;(3/3);'20112';(3/3);
14-08-2018;  5; 6;10;15;24;36;43;8;(4/2);'22110';(5/1);
13-08-2018; 10;21;22;36;39;47;28;2;(3/3);'01221';(3/3);
11-08-2018;  4; 5;10;13;32;43;39;6;(3/3);'22011';(4/2);
10-08-2018; 10;23;29;38;41;49;39;8;(2/4);'01212';(2/4);
 9-08-2018;  1;18;19;21;24;29;28;6;(2/4);'12300';(5/1);
 8-08-2018;  3;12;15;20;23;45;44;0;(2/4);'12201';(5/1);
 7-08-2018; 19;20;22;28;42;43;12;7;(4/2);'01302';(3/3);
 6-08-2018;  3; 6; 7;11;25;26;18;7;(2/4);'31200';(5/1);
 4-08-2018;  8;10;17;34;38;44;15;5;(5/1);'12021';(3/3);
 3-08-2018;  3; 5;10;12;38;42;16;2;(4/2);'22011';(4/2);
 2-08-2018;  2; 5; 8;10;17;33;12;2;(3/3);'32010';(5/1);
 1-08-2018;  2;21;26;30;33;36;39;1;(4/2);'10230';(2/4);
31-07-2018;  1; 2; 8;20;22;48;40;5;(5/1);'30201';(5/1);
30-07-2018;  1; 3;16;19;33;43;34;1;(1/5);'22011';(4/2);
28-07-2018;  7; 8;18;40;43;49;13;5;(3/3);'21003';(3/3);
27-07-2018; 14;15;30;39;44;45;28;4;(3/3);'02022';(2/4);
26-07-2018; 12;25;36;37;39;46;44;6;(3/3);'01131';(2/4);
25-07-2018; 18;25;35;39;46;47;15;1;(2/4);'01122';(2/4);
24-07-2018; 18;22;25;27;38;44;29;1;(4/2);'01311';(3/3);
23-07-2018;  5;23;25;27;31;47;41;0;(0/6);'10311';(3/3);
21-07-2018; 18;20;23;36;40;47; 3;2;(4/2);'01212';(3/3);
20-07-2018; 12;20;21;25;35;44;16;4;(3/3);'01311';(4/2);
19-07-2018;  5;10;13;30;39;46;41;3;(3/3);'12021';(3/3);
18-07-2018;  2; 5; 7;12;28;41;16;5;(3/3);'31101';(4/2);
17-07-2018;  5;15;21;34;38;43;16;1;(2/4);'11121';(3/3);
16-07-2018;  4;20;31;33;39;46;17;4;(3/3);'10131';(2/4);
14-07-2018; 18;24;30;37;38;40;26;2;(5/1);'01131';(2/4);
13-07-2018;  4;10;29;34;39;43;35;9;(3/3);'11121';(2/4);
12-07-2018;  7;12;21;38;41;49;39;7;(2/4);'11112';(3/3);
11-07-2018;  5;15;20;23;36;46;41;1;(3/3);'11211';(4/2);
10-07-2018; 15;16;19;33;46;49;47;4;(2/4);'03012';(3/3);
 9-07-2018;  7;31;33;34;43;45;28;5;(1/5);'10032';(1/5);
 7-07-2018;  3; 4;21;24;40;47;17;2;(3/3);'20202';(4/2);
 6-07-2018;  5; 8;10;32;35;36;11;0;(4/2);'21030';(3/3);
 5-07-2018; 23;25;39;43;45;48; 4;1;(1/5);'00213';(2/4);
 4-07-2018;  5;12;20;41;44;45;43;9;(3/3);'11103';(3/3);
 3-07-2018; 10;18;19;29;31;48;32;5;(3/3);'03111';(3/3);
 2-07-2018; 20;29;32;40;41;43;45;6;(3/3);'00213';(1/5);
30-06-2018; 12;18;27;29;30;36;45;2;(4/2);'02220';(2/4);
29-06-2018; 10;12;13;20;30;47; 9;3;(4/2);'03111';(4/2);
28-06-2018;  2;18;20;25;29;48;45;0;(4/2);'11301';(4/2);
27-06-2018; 19;24;25;39;40;41; 8;8;(2/4);'01212';(3/3);
26-06-2018; 15;19;20;25;27;38;46;0;(2/4);'02310';(4/2);
25-06-2018; 12;13;14;33;44;46;10;9;(4/2);'03012';(3/3);
23-06-2018; 10;14;27;29;34;39;12;8;(3/3);'02220';(2/4);
22-06-2018; 12;15;19;38;43;46;14;4;(3/3);'03012';(3/3);
21-06-2018;  2; 5; 8;19;22;36;48;4;(4/2);'31110';(5/1);
20-06-2018;  3;16;28;38;43;47;33;4;(3/3);'11112';(2/4);
19-06-2018;  8;12;20;21;29;32;45;5;(4/2);'11310';(4/2);
18-06-2018; 13;21;23;24;25;41;38;5;(1/5);'01401';(5/1);
16-06-2018;  4;30;33;34;38;40;35;9;(5/1);'10041';(1/5);
15-06-2018;  2; 5; 7;24;27;46;10;6;(3/3);'30201';(4/2);
14-06-2018;  1; 2;16;30;33;47;26;8;(3/3);'21021';(3/3);
13-06-2018;  2; 8; 9;19;32;42; 7;2;(4/2);'31011';(4/2);
12-06-2018;  6;26;34;35;38;45;30;0;(4/2);'10131';(1/5);
11-06-2018; 22;28;31;33;36;37; 5;4;(3/3);'00240';(1/5);
 9-06-2018; 17;21;35;36;38;46; 8;6;(3/3);'01131';(2/4);
 8-06-2018; 11;12;14;43;45;46;34;2;(3/3);'03003';(3/3);
 7-06-2018;  2; 6;12;19;27;30;15;8;(4/2);'22110';(4/2);
 6-06-2018;  2; 4;20;24;26;35;49;1;(5/1);'20310';(4/2);
 5-06-2018; 20;22;37;38;40;45; 3;2;(4/2);'00222';(2/4);
 4-06-2018;  3; 5;17;26;38;40;36;7;(3/3);'21111';(3/3);
 2-06-2018;  6;22;28;35;46;48;42;6;(5/1);'10212';(2/4);
 1-06-2018;  1; 5;11;19;33;36;49;1;(1/5);'22020';(4/2);
31-05-2018;  1;27;32;40;46;47;14;2;(3/3);'10113';(1/5);
30-05-2018; 17;23;24;28;32;33;40;6;(3/3);'01320';(3/3);
29-05-2018;  8;14;22;33;36;42;32;3;(5/1);'11121';(3/3);
28-05-2018;  6; 7;12;19;41;44;29;0;(3/3);'22002';(4/2);
26-05-2018; 16;20;28;39;43;49;47;1;(3/3);'01212';(2/4);
25-05-2018;  1;28;29;31;39;40;45;0;(2/4);'10221';(1/5);
24-05-2018;  2;16;22;24;28;35; 1;2;(5/1);'11310';(4/2);
23-05-2018; 13;15;25;30;33;35;43;2;(1/5);'02130';(3/3);
22-05-2018;  8;16;22;30;31;36;45;1;(5/1);'11130';(3/3);
21-05-2018;  3;13;14;29;46;47; 9;1;(2/4);'12102';(3/3);
19-05-2018;  2;25;32;36;47;49; 7;8;(3/3);'10122';(2/4);
18-05-2018; 15;22;28;34;38;49; 6;9;(4/2);'01221';(2/4);
17-05-2018;  1; 7;19;29;31;39;43;5;(0/6);'21120';(3/3);
16-05-2018;  5;13;31;38;45;48;44;9;(2/4);'11022';(2/4);
15-05-2018;  7;10;15;17;31;49;34;6;(1/5);'13011';(4/2);
14-05-2018;  9;10;13;17;37;47;21;5;(1/5);'13011';(4/2);
12-05-2018;  9;11;14;31;40;49;30;3;(2/4);'12012';(3/3);
11-05-2018;  1;19;25;29;33;36;40;8;(1/5);'11220';(3/3);
10-05-2018; 14;19;36;37;38;40;26;8;(4/2);'02031';(2/4);
 9-05-2018;  3; 6;21;22;24;48;17;4;(4/2);'20301';(5/1);
 8-05-2018;  1; 4; 7; 8;17;46;29;4;(3/3);'41001';(5/1);
 7-05-2018;  2;20;22;29;30;45;42;5;(4/2);'10311';(3/3);
 5-05-2018;  6;11;27;37;38;45; 2;9;(2/4);'11121';(2/4);
 4-05-2018;  1;10;27;28;31;47;11;0;(2/4);'11211';(2/4);
 3-05-2018;  4;19;31;35;38;48;41;2;(3/3);'11031';(2/4);
 2-05-2018;  8;12;15;17;26;45;39;3;(3/3);'13101';(4/2);
 1-05-2018;  6;16;21;24;33;47;19;9;(3/3);'11211';(4/2);
30-04-2018;  5;10;12;17;25;33; 7;6;(2/4);'13110';(5/1);
28-04-2018; 10;21;24;26;27;36;34;5;(4/2);'01410';(3/3);
27-04-2018;  4;25;29;30;36;42;11;5;(4/2);'10221';(2/4);
26-04-2018;  6;16;27;28;31;34;25;5;(4/2);'11220';(2/4);
25-04-2018;  3; 6; 7;10;24;47;31;2;(3/3);'31101';(5/1);
24-04-2018;  1; 3;14;16;39;49;30;1;(2/4);'22011';(4/2);
23-04-2018;  4;11;20;24;37;38; 5;5;(4/2);'11220';(4/2);
21-04-2018; 16;20;27;41;44;45;28;9;(3/3);'01203';(2/4);
20-04-2018;  7;15;18;19;22;37;23;0;(2/4);'13110';(5/1);
19-04-2018;  3; 5; 6;11;35;46;32;7;(2/4);'31011';(4/2);
18-04-2018;  5;11;29;33;34;37;26;5;(1/5);'11130';(2/4);
17-04-2018;  4; 5;26;28;31;44;35;4;(4/2);'20211';(2/4);
16-04-2018;  9;12;17;19;23;42;47;1;(2/4);'13101';(5/1);
14-04-2018; 11;24;28;31;32;44;36;7;(4/2);'01221';(2/4);
13-04-2018; 28;32;34;37;43;49;10;8;(3/3);'00132';(0/6);
12-04-2018;  6;15;16;32;41;47;18;3;(3/3);'12012';(3/3);
11-04-2018;  1;13;14;37;39;40;11;0;(2/4);'12021';(3/3);
10-04-2018;  8;11;17;23;37;44;16;4;(2/4);'12111';(4/2);
 9-04-2018;  2;21;22;29;40;44;15;0;(4/2);'10302';(3/3);
 7-04-2018;  9;28;40;42;43;47;37;2;(3/3);'10104';(1/5);
 6-04-2018;  1; 2; 7;14;28;36;27;3;(4/2);'31110';(4/2);
 5-04-2018;  5; 8;15;19;33;47;14;4;(1/5);'22011';(4/2);
 4-04-2018;  3; 4; 6;22;29;35;24;1;(3/3);'30210';(4/2);
 3-04-2018;  9;23;31;37;45;47;19;3;(0/6);'10122';(2/4);
 2-04-2018;  1; 8;25;28;31;33; 7;7;(2/4);'20220';(3/3);
31-03-2018; 15;22;28;29;40;48; 2;5;(4/2);'01302';(2/4);
30-03-2018;  1; 5; 7;14;23;32;43;0;(2/4);'31110';(5/1);
29-03-2018;  9;16;25;36;37;38;23;8;(3/3);'11130';(3/3);
28-03-2018;  2; 9;14;21;27;48;41;7;(3/3);'21201';(4/2);
27-03-2018; 18;22;28;33;35;38;11;7;(4/2);'01230';(2/4);
26-03-2018;  1;13;20;26;41;48;19;4;(3/3);'11202';(3/3);
24-03-2018; 23;27;29;39;43;48;21;3;(1/5);'00312';(1/5);
23-03-2018;  8;19;24;26;33;37;25;7;(3/3);'11220';(3/3);
22-03-2018; 19;26;34;35;43;45;22;8;(2/4);'01122';(1/5);
21-03-2018;  4; 6;23;33;40;41;14;1;(3/3);'20112';(3/3);
20-03-2018;  2; 6;18;19;25;30;31;2;(4/2);'22110';(5/1);
19-03-2018;  4; 7;20;24;26;45;46;2;(4/2);'20301';(4/2);
17-03-2018;  4; 9;23;31;37;45;30;8;(1/5);'20121';(3/3);
16-03-2018;  5;11;15;18;20;21;44;2;(2/4);'13200';(6/0);
15-03-2018;  6; 9;16;19;37;39;49;6;(2/4);'22020';(4/2);
14-03-2018; 11;14;33;35;38;48;45;3;(3/3);'02031';(2/4);
13-03-2018; 27;31;33;37;44;46; 6;0;(2/4);'00132';(0/6);
12-03-2018;  2;23;24;31;33;39;20;4;(2/4);'10230';(3/3);
10-03-2018; 10;14;26;43;46;48;29;3;(5/1);'02103';(2/4);
 9-03-2018;  5;23;25;33;37;49; 8;0;(0/6);'10221';(3/3);
 8-03-2018;  6;16;23;29;46;47;10;7;(3/3);'11202';(3/3);
 7-03-2018;  1; 3;10;23;30;48; 8;3;(3/3);'21111';(4/2);
 6-03-2018; 11;23;25;32;46;49;30;1;(2/4);'01212';(3/3);
 5-03-2018;  1;15;23;24;36;49;31;0;(2/4);'11211';(4/2);
 3-03-2018;  1; 5; 6;16;24;29;34;2;(3/3);'31200';(5/1);
 2-03-2018; 21;28;30;37;43;45;39;8;(2/4);'00222';(1/5);
 1-03-2018; 19;33;35;36;38;39;11;1;(2/4);'01050';(1/5);
28-02-2018;  3; 4;30;39;45;47;15;4;(2/4);'20022';(2/4);
27-02-2018; 15;27;37;39;43;49;19;2;(0/6);'01122';(1/5);
26-02-2018;  5; 6;14;27;46;47;48;7;(3/3);'21102';(3/3);
24-02-2018;  1;18;33;38;48;49;29;0;(3/3);'11022';(2/4);
23-02-2018; 13;18;21;24;28;37;41;1;(3/3);'02310';(4/2);
22-02-2018;  2;14;18;23;42;47;24;7;(4/2);'12102';(4/2);
21-02-2018;  4; 9;25;32;42;46;18;1;(4/2);'20112';(3/3);
20-02-2018; 13;23;25;34;37;48;14;4;(2/4);'01221';(3/3);
19-02-2018;  7;12;22;25;32;41;18;2;(3/3);'11211';(4/2);
17-02-2018;  1; 8;15;37;42;44;48;2;(3/3);'21012';(3/3);
16-02-2018;  9;21;22;30;34;43;36;4;(3/3);'10221';(3/3);
15-02-2018;  3;12;18;26;28;37;30;9;(4/2);'12210';(3/3);
14-02-2018;  1;10;25;27;32;39;19;5;(2/4);'11220';(3/3);
13-02-2018;  9;18;23;34;39;49;45;4;(2/4);'11121';(3/3);
12-02-2018;  8;10;16;18;20;41;11;9;(5/1);'13101';(5/1);
10-02-2018;  2;22;40;42;45;48;34;3;(5/1);'10104';(2/4);
 9-02-2018; 10;11;12;31;33;34;37;3;(3/3);'03030';(3/3);
 8-02-2018; 12;27;35;38;47;48;25;9;(3/3);'01122';(1/5);
 7-02-2018;  9;17;20;40;43;46;24;9;(3/3);'11103';(3/3);
 6-02-2018;  1; 2;10;19;22;32;30;7;(4/2);'22110';(5/1);
 5-02-2018; 15;18;29;36;37;46;10;5;(3/3);'02121';(2/4);
 3-02-2018;  8;17;34;45;48;49;19;9;(3/3);'11013';(2/4);
 2-02-2018;  3;16;26;27;44;46; 2;0;(4/2);'11202';(2/4);
 1-02-2018; 10;15;16;22;27;29;24;6;(3/3);'03300';(4/2);
31-01-2018;  4; 9;14;27;34;36;32;7;(4/2);'21120';(3/3);
30-01-2018;  4;11;13;28;45;47;23;3;(2/4);'12102';(3/3);
29-01-2018;  1;14;31;36;38;40;18;8;(4/2);'11031';(2/4);
27-01-2018;  2;13;27;34;41;46; 1;4;(3/3);'11112';(2/4);
26-01-2018;  3; 7;22;35;41;44;34;6;(2/4);'20112';(3/3);
25-01-2018;  1; 3;10;23;46;47;35;9;(2/4);'21102';(4/2);
24-01-2018;  6;20;31;40;44;46;49;3;(5/1);'10113';(2/4);
23-01-2018;  2;14;20;40;47;49;22;2;(4/2);'11103';(3/3);
22-01-2018;  3;12;14;15;21;28;17;7;(3/3);'13200';(5/1);
20-01-2018;  2;19;28;35;37;43;25;8;(2/4);'11121';(2/4);
19-01-2018; 13;18;30;31;37;40;36;8;(3/3);'02031';(2/4);
18-01-2018; 10;15;20;25;39;41;11;1;(2/4);'02211';(4/2);
17-01-2018; 11;15;18;34;39;41;21;0;(2/4);'03021';(3/3);
16-01-2018;  2;10;19;30;32;34; 3;8;(5/1);'12030';(3/3);
15-01-2018;  9;18;24;28;35;41;49;0;(3/3);'11211';(3/3);
13-01-2018; 20;21;22;24;34;44; 4;5;(5/1);'00411';(4/2);
12-01-2018; 12;19;21;24;25;31;29;0;(2/4);'02310';(5/1);
11-01-2018;  8;10;13;16;24;38;19;7;(5/1);'13110';(5/1);
10-01-2018;  1;12;15;21;31;45;17;4;(1/5);'12111';(4/2);
 9-01-2018;  7;23;24;29;34;47; 6;6;(2/4);'10311';(3/3);
 8-01-2018;  2;14;16;25;46;49;39;0;(4/2);'12102';(4/2);
 6-01-2018;  1; 5;11;16;27;31;24;2;(1/5);'22110';(4/2);
 5-01-2018;  9;17;19;25;38;42;48;7;(2/4);'12111';(4/2);
 4-01-2018;  9;23;26;32;35;40;39;9;(3/3);'10221';(2/4);
 3-01-2018;  7;10;13;25;30;31; 1;8;(2/4);'12120';(4/2);
 2-01-2018;  2;16;17;31;35;48;46;9;(3/3);'12021';(3/3);
 1-01-2018;  1;12;17;21;25;27; 9;8;(1/5);'12300';(5/1);



