
26/8/2021  20:8  
**************************************************************
***---- ARCHIVO GENERADO EN WWW.LaWebdelaPrimitiva.com ----***
**************************************************************
HISTORICO DE SORTEOS DE Bonoloto DE 2001

FECHA; N1;N2;N3;N4;N5;N6;C;R;Pares/Impares;Decenas;Bajos/Altos
13-11-2001;  1; 4; 6;12;16;45;14;7;(4/2);'32001';(5/1);
12-11-2001;  1; 3; 5; 6;27;35;23;3;(1/5);'40110';(4/2);
 9-11-2001;  2;11;24;35;39;43;41;4;(2/4);'11121';(3/3);
 7-11-2001;  5;13;25;35;46;47;15;3;(1/5);'11112';(3/3);
 6-11-2001;  5;13;18;19;44;49;30;8;(2/4);'13002';(4/2);
 5-11-2001; 13;21;22;30;32;49; 2;6;(3/3);'01221';(3/3);
 2-11-2001;  6; 7;18;20;35;38; 1;4;(4/2);'21120';(4/2);
31-10-2001; 11;17;21;24;25;26;39;3;(2/4);'02400';(5/1);
30-10-2001;  3; 8;10;16;22;35;18;0;(4/2);'22110';(5/1);
29-10-2001;  4;20;21;22;31;41;29;1;(3/3);'10311';(4/2);
26-10-2001;  5;21;27;35;45;46;13;6;(1/5);'10212';(2/4);
24-10-2001; 10;14;18;20;27;43;12;7;(4/2);'03201';(4/2);
23-10-2001; 13;14;25;36;43;49;19;0;(2/4);'02112';(3/3);
22-10-2001;  3;14;23;28;30;45;49;1;(3/3);'11211';(3/3);
19-10-2001; 10;12;20;21;28;32;16;3;(5/1);'02310';(4/2);
17-10-2001;  9;14;42;44;46;48; 8;9;(5/1);'11004';(2/4);
16-10-2001;  3; 5;31;41;43;48;25;8;(1/5);'20013';(2/4);
15-10-2001;  1;11;12;29;34;46;43;1;(3/3);'12111';(3/3);
12-10-2001;  3;14;17;26;33;47; 5;5;(2/4);'12111';(3/3);
10-10-2001;  1; 6;22;32;39;41;35;5;(3/3);'20121';(3/3);
 9-10-2001; 13;19;20;27;28;32;18;4;(3/3);'02310';(3/3);
 8-10-2001;  2;18;27;33;36;39;38;3;(3/3);'11130';(2/4);
 5-10-2001;  7;25;28;40;45;46;29;1;(3/3);'10203';(2/4);
 3-10-2001; 19;22;27;36;46;48;47;1;(4/2);'01212';(2/4);
 2-10-2001;  1; 7; 9;20;29;36;17;7;(2/4);'30210';(4/2);
 1-10-2001; 14;27;36;37;43;45;30;9;(2/4);'01122';(1/5);
28-09-2001;  3; 6;12;24;30;32;23;7;(5/1);'21120';(4/2);
26-09-2001; 12;17;27;29;36;41; 4;1;(2/4);'02211';(2/4);
25-09-2001;  2;10;21;26;43;45; 6;3;(3/3);'11202';(3/3);
24-09-2001; 13;18;31;32;45;46;39;6;(3/3);'02022';(2/4);
21-09-2001;  5; 9;21;26;40;43;34;1;(2/4);'20202';(3/3);
19-09-2001;  6;12;18;21;24;35; 1;2;(4/2);'12210';(5/1);
18-09-2001;  2;12;16;34;39;48;41;0;(5/1);'12021';(3/3);
17-09-2001;  5; 8;29;31;46;47;23;1;(2/4);'20112';(2/4);
14-09-2001; 27;31;39;41;44;45; 9;4;(1/5);'00123';(0/6);
12-09-2001;  1; 9;22;27;32;42;26;9;(3/3);'20211';(3/3);
11-09-2001;  3; 7;22;23;33;46;30;2;(2/4);'20211';(4/2);
10-09-2001;  6;14;21;30;42;47;18;4;(4/2);'11112';(3/3);
 7-09-2001; 10;16;19;32;43;48;41;9;(4/2);'03012';(3/3);
 5-09-2001;  2;22;25;27;33;36;40;1;(3/3);'10320';(3/3);
 4-09-2001;  6;16;22;26;46;47;23;8;(5/1);'11202';(3/3);
 3-09-2001;  8;22;26;30;40;48; 9;9;(6/0);'10212';(2/4);
31-08-2001;  1; 6;14;17;20;33;44;7;(3/3);'22110';(5/1);
29-08-2001; 15;32;37;42;43;48;19;6;(3/3);'01023';(1/5);
28-08-2001;  1; 4; 6; 9;25;26;36;2;(3/3);'40200';(5/1);
27-08-2001; 12;18;27;32;39;48; 8;9;(4/2);'02121';(2/4);
24-08-2001; 10;20;22;24;36;44;31;0;(6/0);'01311';(4/2);
22-08-2001; 12;18;29;34;38;47;10;3;(4/2);'02121';(2/4);
21-08-2001; 27;30;32;37;45;47;43;4;(2/4);'00132';(0/6);
20-08-2001;  2;18;22;25;31;44;41;8;(4/2);'11211';(4/2);
17-08-2001;  7;20;29;30;39;44;22;7;(3/3);'10221';(2/4);
15-08-2001;  4;14;21;32;37;45;40;7;(3/3);'11121';(3/3);
14-08-2001;  9;14;20;23;34;37;18;0;(3/3);'11220';(4/2);
13-08-2001;  1; 7;14;20;24;42;39;9;(4/2);'21201';(5/1);
10-08-2001; 12;15;18;22;25;44; 1;4;(4/2);'03201';(5/1);
 8-08-2001;  5; 9;25;35;37;45; 4;7;(0/6);'20121';(3/3);
 7-08-2001;  1;11;16;20;44;47; 8;9;(3/3);'12102';(4/2);
 6-08-2001; 13;15;16;22;44;47;45;4;(3/3);'03102';(4/2);
 3-08-2001;  1; 6;26;31;34;38;14;9;(4/2);'20130';(2/4);
 1-08-2001; 17;23;25;27;33;37;14;2;(0/6);'01320';(3/3);
31-07-2001;  4;18;24;30;31;35;40;8;(4/2);'11130';(3/3);
30-07-2001;  9;16;17;35;36;42;33;9;(3/3);'12021';(3/3);
27-07-2001; 10;11;13;20;34;44;31;8;(4/2);'03111';(4/2);
25-07-2001;  3;18;23;42;44;46;21;6;(4/2);'11103';(3/3);
24-07-2001; 20;22;27;28;30;41;29;8;(4/2);'00411';(2/4);
23-07-2001;  4; 8;11;35;45;49; 3;4;(2/4);'21012';(3/3);
20-07-2001;  3; 6;18;33;41;47;32;3;(2/4);'21012';(3/3);
18-07-2001; 13;15;20;33;35;43;44;0;(1/5);'02121';(3/3);
17-07-2001;  2; 4; 8;15;34;48;27;0;(5/1);'31011';(4/2);
16-07-2001;  3; 5;24;29;32;35;45;0;(2/4);'20220';(3/3);
13-07-2001; 10;19;30;33;48;49;12;5;(3/3);'02022';(2/4);
11-07-2001;  6;36;39;42;47;49;14;1;(3/3);'10023';(1/5);
10-07-2001;  1; 9;26;29;41;42;35;7;(2/4);'20202';(2/4);
 9-07-2001; 11;15;21;37;40;49;14;7;(1/5);'02112';(3/3);
 6-07-2001;  5;11;15;20;38;42;44;3;(3/3);'12111';(4/2);
 4-07-2001;  2; 6;18;20;25;35;17;7;(4/2);'21210';(5/1);
 3-07-2001;  1; 5;17;37;39;44;49;3;(1/5);'21021';(3/3);
 2-07-2001;  4;19;23;26;33;49;16;9;(2/4);'11211';(3/3);
29-06-2001;  3; 6;13;20;27;42;25;5;(3/3);'21201';(4/2);
27-06-2001;  2; 6;36;37;38;39;43;2;(4/2);'20040';(2/4);
26-06-2001;  3;12;17;24;25;41;46;2;(2/4);'12201';(5/1);
25-06-2001;  2; 4; 8;11;14;34;27;9;(5/1);'32010';(5/1);
22-06-2001;  3;26;30;36;37;48;45;7;(4/2);'10131';(1/5);
20-06-2001;  3;14;21;29;31;39;18;2;(1/5);'11220';(3/3);
19-06-2001;  4; 9;31;41;46;47;42;8;(2/4);'20013';(2/4);
18-06-2001; 18;24;26;39;41;45;40;7;(3/3);'01212';(2/4);
15-06-2001;  2;17;18;24;29;31; 9;7;(3/3);'12210';(4/2);
13-06-2001;  9;19;26;43;46;47;33;1;(2/4);'11103';(2/4);
12-06-2001;  3;10;18;24;40;43;17;2;(4/2);'12102';(4/2);
11-06-2001;  6;13;18;33;37;45;20;5;(2/4);'12021';(3/3);
 8-06-2001;  7;13;17;24;28;40;34;7;(3/3);'12201';(4/2);
 6-06-2001;  4; 7;15;19;31;40;44;7;(2/4);'22011';(4/2);
 5-06-2001;  2; 3;14;21;33;40;34;3;(3/3);'21111';(4/2);
 4-06-2001;  9;15;16;19;30;41;10;7;(2/4);'13011';(4/2);
 1-06-2001; 11;18;25;28;42;49;23;2;(3/3);'02202';(3/3);
30-05-2001; 10;26;27;28;37;38;17;1;(4/2);'01320';(1/5);
29-05-2001; 14;19;22;23;39;47;11;8;(2/4);'02211';(4/2);
28-05-2001;  3;13;16;26;28;41; 4;3;(3/3);'12201';(3/3);
25-05-2001;  1; 8;14;27;35;36;17;8;(3/3);'21120';(3/3);
23-05-2001;  6;11;21;22;28;46;29;0;(4/2);'11301';(4/2);
22-05-2001;  1; 6; 9;15;20;27; 8;3;(2/4);'31200';(5/1);
21-05-2001;  2;19;27;31;39;42;41;1;(2/4);'11121';(2/4);
18-05-2001;  2; 5;19;24;35;39;25;4;(2/4);'21120';(4/2);
16-05-2001; 10;14;23;37;39;42;17;5;(3/3);'02121';(3/3);
15-05-2001;  7;20;29;31;40;46;35;1;(3/3);'10212';(2/4);
14-05-2001;  1; 7;16;30;46;49;43;6;(3/3);'21012';(3/3);
11-05-2001; 11;15;30;31;45;49;33;5;(1/5);'02022';(2/4);
 9-05-2001;  1; 6;23;28;30;44; 5;5;(4/2);'20211';(3/3);
 8-05-2001;  4; 7;17;19;30;34;33;2;(3/3);'22020';(4/2);
 7-05-2001;  1; 6; 7;28;34;38; 2;2;(4/2);'30120';(3/3);
 4-05-2001;  4; 9;23;25;38;42;36;1;(3/3);'20211';(4/2);
 2-05-2001;  6;15;21;22;23;25;33;7;(2/4);'11400';(6/0);
 1-05-2001; 10;22;35;40;44;45;47;5;(4/2);'01113';(2/4);
30-04-2001; 15;20;22;30;44;46;34;4;(5/1);'01212';(3/3);
27-04-2001;  7;26;35;36;42;46;38;0;(4/2);'10122';(1/5);
25-04-2001; 23;30;38;41;42;44;35;7;(4/2);'00123';(1/5);
24-04-2001;  1; 2;18;22;40;41;47;1;(4/2);'21102';(4/2);
23-04-2001;  3;11;18;35;46;48;49;1;(3/3);'12012';(3/3);
20-04-2001; 14;20;23;29;33;40; 3;3;(3/3);'01311';(3/3);
18-04-2001;  2;12;23;33;38;44;40;3;(4/2);'11121';(3/3);
17-04-2001; 28;34;38;42;43;49;24;8;(4/2);'00123';(0/6);
16-04-2001;  5;24;26;31;36;44;23;7;(4/2);'10221';(2/4);
13-04-2001;  4;17;28;36;42;48;40;8;(5/1);'11112';(2/4);
11-04-2001; 14;15;39;42;45;48;26;3;(3/3);'02013';(2/4);
10-04-2001;  1; 4;11;17;37;44;26;0;(2/4);'22011';(4/2);
 9-04-2001;  4; 7;14;19;41;46;44;4;(3/3);'22002';(4/2);
 6-04-2001;  7; 8; 9;10;33;47;43;8;(2/4);'31011';(4/2);
 4-04-2001;  2;18;22;32;46;48; 1;0;(6/0);'11112';(3/3);
 3-04-2001;  3;22;27;29;34;40; 7;1;(3/3);'10311';(2/4);
 2-04-2001;  2; 9;13;35;46;47;12;0;(2/4);'21012';(3/3);
30-03-2001; 20;21;31;32;34;44;18;6;(4/2);'00231';(2/4);
28-03-2001;  1; 8;10;13;17;29;45;9;(2/4);'23100';(5/1);
27-03-2001;  2; 4; 8;12;31;39; 1;0;(4/2);'31020';(4/2);
26-03-2001; 11;15;20;29;32;41;33;8;(2/4);'02211';(3/3);
23-03-2001;  7; 9;14;17;31;40;28;8;(2/4);'22011';(4/2);
21-03-2001;  2;14;35;39;40;49;48;8;(3/3);'11022';(2/4);
20-03-2001;  7;10;15;18;30;39;38;4;(3/3);'13020';(4/2);
19-03-2001;  1;14;22;40;47;49;46;4;(3/3);'11103';(3/3);
16-03-2001;  3;11;28;32;38;48;22;9;(4/2);'11121';(2/4);
14-03-2001;  6;13;16;21;31;47; 8;9;(2/4);'12111';(4/2);
13-03-2001;  3;25;33;38;42;46;21;0;(3/3);'10122';(2/4);
12-03-2001;  1; 8;18;32;35;36;12;7;(4/2);'21030';(3/3);
 9-03-2001; 13;19;26;36;39;47;29;1;(2/4);'02121';(2/4);
 7-03-2001; 12;21;22;29;31;42;32;5;(3/3);'01311';(3/3);
 6-03-2001;  1; 2;11;16;32;35;43;8;(3/3);'22020';(4/2);
 5-03-2001;  4;15;26;33;40;43;17;8;(3/3);'11112';(2/4);
 2-03-2001;  4;10;13;15;27;33;49;1;(2/4);'13110';(4/2);
28-02-2001;  6;24;33;35;43;49;47;7;(2/4);'10122';(2/4);
27-02-2001; 10;20;21;28;32;40;39;4;(5/1);'01311';(3/3);
26-02-2001;  2;18;22;37;41;44;26;9;(4/2);'11112';(3/3);
23-02-2001;  7; 8;11;30;43;46;32;7;(3/3);'21012';(3/3);
21-02-2001; 16;37;42;44;46;47; 3;3;(4/2);'01014';(1/5);
20-02-2001; 10;18;24;27;35;44;39;8;(4/2);'02211';(3/3);
19-02-2001;  7;11;19;23;31;46;17;4;(1/5);'12111';(4/2);
16-02-2001;  1; 6;13;14;31;44;40;3;(3/3);'22011';(4/2);
14-02-2001; 10;26;41;45;46;48;31;1;(4/2);'01104';(1/5);
13-02-2001;  9;10;12;27;44;47;38;5;(3/3);'12102';(3/3);
12-02-2001;  4;15;16;30;35;46; 6;1;(4/2);'12021';(3/3);
 9-02-2001;  3; 7;15;23;43;49;38;6;(0/6);'21102';(4/2);
 7-02-2001; 12;23;31;37;43;44;29;8;(2/4);'01122';(2/4);
 6-02-2001;  1; 9;11;14;17;28;31;4;(2/4);'23100';(5/1);
 5-02-2001;  9;22;28;29;41;44; 3;7;(3/3);'10302';(2/4);
 2-02-2001;  6;20;21;24;41;43; 8;5;(3/3);'10302';(4/2);
31-01-2001;  2;12;22;30;35;49; 8;9;(4/2);'11121';(3/3);
30-01-2001;  2;24;28;31;32;46;42;4;(5/1);'10221';(2/4);
29-01-2001; 16;19;24;34;38;40;37;0;(5/1);'02121';(3/3);
26-01-2001;  4; 5; 7;36;38;47;49;6;(3/3);'30021';(3/3);
24-01-2001;  4;16;30;40;44;49;13;8;(5/1);'11013';(2/4);
23-01-2001; 29;39;41;45;46;47;24;8;(1/5);'00114';(0/6);
22-01-2001; 22;25;28;29;35;46;12;6;(3/3);'00411';(2/4);
19-01-2001;  1; 3;15;23;30;45; 5;0;(1/5);'21111';(4/2);
17-01-2001; 20;21;35;37;46;48; 8;0;(3/3);'00222';(2/4);
16-01-2001; 10;13;25;35;36;48;22;2;(3/3);'02121';(3/3);
15-01-2001;  4; 7; 8;16;19;35;42;0;(3/3);'32010';(5/1);
12-01-2001;  4;15;21;36;42;48;37;4;(4/2);'11112';(3/3);
10-01-2001;  7;11;20;33;40;48; 4;5;(3/3);'11112';(3/3);
 9-01-2001; 21;23;28;30;33;36; 2;9;(3/3);'00330';(2/4);
 8-01-2001;  7;14;18;28;35;48;23;8;(4/2);'12111';(3/3);
 5-01-2001; 14;16;20;33;45;46;39;9;(4/2);'02112';(3/3);
 3-01-2001;  8;14;28;30;41;45;49;7;(4/2);'11112';(2/4);
 2-01-2001; 12;17;28;33;48;49;22;4;(3/3);'02112';(2/4);
 1-01-2001;  1;26;31;34;43;49;17;4;(2/4);'10122';(1/5);



